client_id,company_name,industry,country_id
CLI002447,Phillips-Strong,Manufacturing,US
CLI002448,Noble-Obrien,Retail,DE
CLI002449,Fischer-Murphy,Retail,UK
CLI002450,Stewart-Thompson,Consulting,FR
CLI002451,"Fuller, Mcconnell and Lawson",Manufacturing,UK
CLI002452,Burnett Ltd,Consulting,IN
CLI002453,Brooks PLC,Manufacturing,CA
CLI002454,Wilson-Hunt,Manufacturing,JP
CLI002455,Day and Sons,Consulting,JP
CLI002456,"Scott, Dennis and Haney",Manufacturing,US
CLI002457,Hicks-Martinez,Consulting,JP
CLI002458,Hines and Sons,Retail,US
CLI002459,"Bean, Miller and Garrison",Manufacturing,FR
CLI002460,"Lopez, Smith and Jones",Technology,IN
CLI002461,Willis Inc,Technology,CA
CLI002462,Hancock and Sons,Healthcare,FR
CLI002463,"Harmon, James and Salinas",Manufacturing,DE
CLI002464,Gallegos Inc,Finance,UK
CLI002465,Brady-Burgess,Manufacturing,AU
CLI002466,Little Ltd,Retail,IN
CLI002467,Lewis-Williams,Healthcare,DE
CLI002468,Lucas Group,Retail,JP
CLI002469,Butler Group,Consulting,ZA
CLI002470,Hernandez-Brown,Manufacturing,JP
CLI002471,Barnes-Conley,Consulting,BR
CLI002472,Ruiz PLC,Retail,ZA
CLI002473,"Curtis, Herrera and Taylor",Manufacturing,ZA
CLI002474,Harmon Ltd,Healthcare,FR
CLI002475,Martinez-Mcgrath,Retail,JP
CLI002476,Barker-Anthony,Healthcare,ZA
CLI002477,Williams-Harrington,Healthcare,UK
CLI002478,"Moore, Wheeler and Ross",Manufacturing,AU
CLI002479,Payne Inc,Healthcare,CA
CLI002480,Roman Group,Technology,US
CLI002481,Miller-Miller,Manufacturing,UK
CLI002482,Reed-Meyer,Consulting,IN
CLI002483,Wilson PLC,Consulting,ZA
CLI002484,Garcia and Sons,Technology,IN
CLI002485,"Kelley, Blevins and Briggs",Healthcare,FR
CLI002486,Porter and Sons,Consulting,BR
CLI002487,"Bates, Blake and Carter",Consulting,DE
CLI002488,Stuart Inc,Healthcare,US
CLI002489,"Ford, Crosby and Richardson",Technology,UK
CLI002490,Garcia-Green,Technology,FR
CLI002491,Anderson-Wise,Consulting,DE
CLI002492,Wolfe-Lopez,Finance,US
CLI002493,Dunn Ltd,Manufacturing,ZA
CLI002494,Gentry LLC,Retail,JP
CLI002495,"Landry, Roth and Ferguson",Retail,BR
CLI002496,"Anderson, Shepherd and Gutierrez",Finance,AU
CLI002497,Henderson Ltd,Consulting,DE
CLI002498,Lewis Group,Technology,IN
CLI002499,Duncan-Burke,Manufacturing,JP
CLI002500,"Nelson, Weaver and Horton",Healthcare,CA
CLI002501,Daniels-Jones,Manufacturing,AU
CLI002502,"Smith, Henderson and Jordan",Retail,US
CLI002503,Benitez and Sons,Technology,FR
CLI002504,"Lee, Peterson and Baker",Technology,US
CLI002505,Raymond-Klein,Consulting,ZA
CLI002506,"Livingston, Rodriguez and Davis",Healthcare,ZA
CLI002507,Hammond-Armstrong,Healthcare,IN
CLI002508,Hart-Reed,Manufacturing,JP
CLI002509,"Herrera, Murphy and Estrada",Finance,CA
CLI002510,"West, Mcdonald and Garcia",Healthcare,US
CLI002511,Nguyen-Lewis,Retail,DE
CLI002512,Whitehead-Ortiz,Consulting,CA
CLI002513,Holland PLC,Manufacturing,JP
CLI002514,Roberts-Clements,Retail,DE
CLI002515,Hartman-Garcia,Retail,FR
CLI002516,Adams LLC,Healthcare,US
CLI002517,Hardin Group,Healthcare,DE
CLI002518,"Ward, Warren and Tanner",Technology,IN
CLI002519,"Martinez, Friedman and Duncan",Healthcare,CA
CLI002520,Wolf-Williams,Healthcare,DE
CLI002521,Fowler and Sons,Retail,FR
CLI002522,"Patel, Holden and Powell",Manufacturing,AU
CLI002523,Ramsey LLC,Manufacturing,US
CLI002524,"Lee, Valdez and Swanson",Healthcare,FR
CLI002525,Melendez Inc,Finance,AU
CLI002526,Martin-Brewer,Manufacturing,BR
CLI002527,"Pham, Wright and Phillips",Technology,ZA
CLI002528,Glass and Sons,Finance,DE
CLI002529,"Clements, Jacobs and Simpson",Healthcare,BR
CLI002530,"Park, Frazier and Fields",Retail,CA
CLI002531,"Flynn, Garcia and Casey",Finance,DE
CLI002532,Tran-Parks,Retail,IN
CLI002533,"Brown, Cisneros and Snyder",Consulting,AU
CLI002534,Hess Ltd,Technology,CA
CLI002535,Nolan LLC,Retail,UK
CLI002536,"Wallace, Ferguson and Aguirre",Manufacturing,AU
CLI002537,Burns-Jones,Healthcare,ZA
CLI002538,"Blair, Mclaughlin and Walsh",Technology,BR
CLI002539,Johnson and Sons,Consulting,US
CLI002540,Hooper-Welch,Finance,DE
CLI002541,Hernandez Group,Technology,IN
CLI002542,Holt Inc,Finance,IN
CLI002543,Bridges Ltd,Finance,CA
CLI002544,"Montgomery, Smith and Trujillo",Retail,FR
CLI002545,Trujillo-Meyer,Consulting,FR
CLI002546,Dillon Inc,Healthcare,FR
CLI002547,Todd-Peters,Finance,DE
CLI002548,Bradley-Green,Manufacturing,AU
CLI002549,Brock Group,Retail,UK
CLI002550,"Charles, Simmons and Watson",Technology,US
CLI002551,Schneider Inc,Finance,UK
CLI002552,Lopez-Johnson,Consulting,CA
CLI002553,Gonzalez-Brown,Technology,UK
CLI002554,Griffin LLC,Manufacturing,AU
CLI002555,Cook-Nelson,Manufacturing,CA
CLI002556,Hogan Ltd,Consulting,JP
CLI002557,Robinson and Sons,Technology,DE
CLI002558,Stanley-Carroll,Manufacturing,US
CLI002559,"Jones, Miles and Weber",Technology,US
CLI002560,Osborn-French,Manufacturing,FR
CLI002561,"Hernandez, Green and Martinez",Retail,JP
CLI002562,Ramos-Davis,Consulting,FR
CLI002563,"Jones, Mcguire and Morgan",Manufacturing,FR
CLI002564,Brock LLC,Finance,IN
CLI002565,Roberts Inc,Finance,UK
CLI002566,"Wiley, Haynes and Randall",Manufacturing,ZA
CLI002567,Berry-Carpenter,Retail,AU
CLI002568,Reid Ltd,Healthcare,US
CLI002569,Collins and Sons,Finance,FR
CLI002570,Young-Rhodes,Healthcare,DE
CLI002571,Valdez Inc,Consulting,IN
CLI002572,"Thompson, Martin and Bailey",Technology,DE
CLI002573,Patel-Lewis,Consulting,IN
CLI002574,Wheeler and Sons,Finance,UK
CLI002575,Villa-Miles,Finance,US
CLI002576,Savage LLC,Healthcare,JP
CLI002577,Johnson and Sons,Consulting,BR
CLI002578,Phillips-Smith,Healthcare,FR
CLI002579,Proctor LLC,Retail,BR
CLI002580,"Bowen, Yang and Foley",Consulting,AU
CLI002581,Davidson-Jackson,Consulting,ZA
CLI002582,West-Carter,Manufacturing,DE
CLI002583,Martinez Inc,Retail,US
CLI002584,Molina and Sons,Healthcare,JP
CLI002585,"Bryant, Pollard and Perez",Healthcare,IN
CLI002586,"Simmons, Torres and Jones",Manufacturing,CA
CLI002587,Stanley PLC,Healthcare,IN
CLI002588,"Thompson, Welch and Romero",Technology,IN
CLI002589,"Crawford, Walker and Parrish",Consulting,JP
CLI002590,Townsend-Frederick,Manufacturing,BR
CLI002591,Kennedy and Sons,Healthcare,AU
CLI002592,Novak LLC,Healthcare,AU
CLI002593,"Jones, Pope and Nelson",Technology,US
CLI002594,Estrada-Owens,Healthcare,DE
CLI002595,Smith-Walker,Consulting,CA
CLI002596,Campbell-Ortiz,Healthcare,AU
CLI002597,Bell-Mckee,Healthcare,FR
CLI002598,"Miller, Hale and Baker",Finance,IN
CLI002599,Hughes Inc,Technology,UK
CLI002600,Torres-Schmitt,Finance,IN
CLI002601,Chang Group,Consulting,IN
CLI002602,Reyes LLC,Healthcare,FR
CLI002603,Johnson Ltd,Manufacturing,JP
CLI002604,Martinez-Lawson,Consulting,FR
CLI002605,"Cooper, Wright and Harrington",Consulting,ZA
CLI002606,Pearson Ltd,Retail,UK
CLI002607,"Petty, Graham and Perry",Retail,FR
CLI002608,Weber-Glenn,Finance,BR
CLI002609,Montoya Ltd,Consulting,CA
CLI002610,Nguyen-Sosa,Retail,IN
CLI002611,Lopez-Spencer,Technology,IN
CLI002612,Davis Inc,Manufacturing,BR
CLI002613,"Miller, Mclean and Woodward",Retail,JP
CLI002614,"Chandler, Price and Kim",Technology,IN
CLI002615,Fuller Group,Healthcare,FR
CLI002616,Guerra-Sanchez,Consulting,US
CLI002617,"Hooper, Ruiz and Powell",Technology,JP
CLI002618,Jordan-Kelly,Manufacturing,UK
CLI002619,Rodriguez-Gonzalez,Finance,DE
CLI002620,Bennett-Page,Healthcare,US
CLI002621,Logan Group,Consulting,AU
CLI002622,Curry Inc,Technology,BR
CLI002623,"Contreras, Garcia and Williams",Manufacturing,DE
CLI002624,Murphy-Hall,Healthcare,BR
CLI002625,Prince and Sons,Manufacturing,JP
CLI002626,"Farrell, Mueller and Jackson",Healthcare,IN
CLI002627,"Velazquez, Hensley and Anderson",Finance,ZA
CLI002628,"Morgan, Ward and Lawson",Finance,AU
CLI002629,Gonzalez-Gibson,Technology,CA
CLI002630,"Gilbert, Henry and Clayton",Consulting,US
CLI002631,Kelley-James,Manufacturing,UK
CLI002632,Hunter PLC,Consulting,UK
CLI002633,Matthews LLC,Retail,DE
CLI002634,Roach and Sons,Manufacturing,FR
CLI002635,"Gordon, Terrell and Miller",Manufacturing,CA
CLI002636,Watson and Sons,Retail,UK
CLI002637,Grant PLC,Finance,AU
CLI002638,Price Ltd,Healthcare,CA
CLI002639,"Reyes, Ramirez and Martin",Consulting,CA
CLI002640,Meza LLC,Healthcare,AU
CLI002641,Klein PLC,Retail,CA
CLI002642,Glenn-Bird,Manufacturing,US
CLI002643,Schwartz-Deleon,Manufacturing,BR
CLI002644,Barton and Sons,Consulting,AU
CLI002645,Brown Ltd,Retail,UK
CLI002646,"Miller, Smith and Peters",Manufacturing,ZA
CLI002647,Lewis Inc,Retail,BR
CLI002648,Diaz Ltd,Technology,JP
CLI002649,Johnson Group,Consulting,US
CLI002650,Caldwell-Santiago,Finance,AU
CLI002651,"Sanders, Torres and Ramirez",Technology,ZA
CLI002652,"Wood, Sullivan and Hunt",Manufacturing,IN
CLI002653,"Lawrence, Church and Diaz",Manufacturing,FR
CLI002654,Richardson PLC,Consulting,JP
CLI002655,Edwards-Martin,Manufacturing,CA
CLI002656,Johnson-Schmidt,Manufacturing,DE
CLI002657,Anderson-Nguyen,Manufacturing,ZA
CLI002658,Martinez LLC,Manufacturing,DE
CLI002659,"Newton, Mckinney and Norton",Manufacturing,JP
CLI002660,"Murray, Underwood and Baker",Consulting,IN
CLI002661,Cantrell Group,Technology,ZA
CLI002662,Turner Inc,Healthcare,CA
CLI002663,Lee-Orr,Manufacturing,FR
CLI002664,Griffin-Deleon,Retail,IN
CLI002665,Molina-Hernandez,Healthcare,UK
CLI002666,King PLC,Consulting,FR
CLI002667,"Phillips, Martin and Parker",Healthcare,IN
CLI002668,"Haynes, Curry and Bowen",Finance,DE
CLI002669,"Weaver, Clark and Woods",Technology,US
CLI002670,Bowman-Edwards,Manufacturing,ZA
CLI002671,"Chaney, Peterson and Mcgee",Consulting,DE
CLI002672,Mason-Morales,Finance,CA
CLI002673,Franco PLC,Finance,CA
CLI002674,"Nicholson, Hernandez and Vasquez",Manufacturing,BR
CLI002675,Vasquez-Soto,Manufacturing,BR
CLI002676,Luna-Brown,Finance,FR
CLI002677,Hall-Valdez,Finance,JP
CLI002678,"Hammond, Mooney and Henderson",Manufacturing,BR
CLI002679,Ashley Inc,Finance,UK
CLI002680,"Brown, Fisher and Thomas",Consulting,UK
CLI002681,"Harris, Brown and Benton",Retail,JP
CLI002682,"Peterson, Watkins and Martinez",Retail,US
CLI002683,Moore-Spence,Manufacturing,IN
CLI002684,Phillips-Clarke,Finance,BR
CLI002685,"King, Reyes and Thomas",Manufacturing,JP
CLI002686,Davies-Johnson,Consulting,US
CLI002687,"Larson, Phillips and Johnson",Manufacturing,ZA
CLI002688,Williams Group,Finance,BR
CLI002689,White-Parker,Technology,IN
CLI002690,Smith-Campbell,Technology,US
CLI002691,Little LLC,Finance,US
CLI002692,Blair Inc,Finance,BR
CLI002693,"Davidson, Lucas and Clark",Technology,US
CLI002694,Gallegos and Sons,Consulting,UK
CLI002695,Chambers-Johnson,Retail,JP
CLI002696,"Mcclure, Mcdonald and Rocha",Retail,FR
CLI002697,"Hancock, Hudson and Watson",Technology,DE
CLI002698,Moody and Sons,Technology,US
CLI002699,"Martin, Baker and Chase",Consulting,JP
CLI002700,"Guzman, Morgan and Ray",Consulting,ZA
CLI002701,Fernandez Group,Consulting,JP
CLI002702,Petersen-Smith,Consulting,FR
CLI002703,Lawson LLC,Technology,DE
CLI002704,Miller Ltd,Manufacturing,US
CLI002705,"Martin, Smith and Gilmore",Healthcare,UK
CLI002706,Jenkins-Johnson,Healthcare,BR
CLI002707,Chavez Ltd,Technology,DE
CLI002708,Martin PLC,Technology,CA
CLI002709,"Moran, Grant and Santos",Manufacturing,BR
CLI002710,Cooper PLC,Healthcare,CA
CLI002711,Price-Parker,Consulting,BR
CLI002712,"Perez, Bailey and Smith",Manufacturing,UK
CLI002713,"Brown, Lane and Mason",Technology,JP
CLI002714,"Sosa, Nunez and Benson",Healthcare,FR
CLI002715,Powell Ltd,Manufacturing,DE
CLI002716,Miller LLC,Finance,IN
CLI002717,Lozano-White,Healthcare,AU
CLI002718,Jackson and Sons,Manufacturing,DE
CLI002719,"Rogers, Li and Martin",Consulting,AU
CLI002720,"Smith, Gilbert and Perez",Technology,UK
CLI002721,"Harris, Petersen and Soto",Finance,US
CLI002722,Mccormick and Sons,Retail,US
CLI002723,"Preston, Vega and Meyer",Finance,DE
CLI002724,Hudson-Miller,Healthcare,US
CLI002725,"Thompson, Mccann and Lara",Healthcare,CA
CLI002726,Choi-Fischer,Retail,ZA
CLI002727,Blair Inc,Technology,FR
CLI002728,Avery-Richardson,Technology,AU
CLI002729,Coleman PLC,Retail,US
CLI002730,Lopez-Saunders,Consulting,DE
CLI002731,Montes-Hoffman,Retail,DE
CLI002732,"Farmer, Schmidt and Chandler",Technology,CA
CLI002733,Lopez-Stout,Technology,UK
CLI002734,"Decker, Webb and Ferguson",Healthcare,DE
CLI002735,Stewart Inc,Technology,CA
CLI002736,Moore-Gardner,Consulting,UK
CLI002737,Jones Inc,Healthcare,BR
CLI002738,"Cuevas, Villanueva and Mann",Retail,US
CLI002739,Torres and Sons,Healthcare,JP
CLI002740,Adams PLC,Retail,UK
CLI002741,"Ruiz, Baird and Mendez",Manufacturing,ZA
CLI002742,Huff-Wright,Manufacturing,CA
CLI002743,"Daniels, Williams and Garcia",Technology,FR
CLI002744,"Huang, Soto and Soto",Manufacturing,JP
CLI002745,"Sparks, Adams and Cross",Healthcare,US
CLI002746,Weeks Group,Finance,JP
CLI002747,Valdez-Levine,Retail,DE
CLI002748,Simmons-Warren,Finance,JP
CLI002749,Gutierrez-Fleming,Manufacturing,CA
CLI002750,Santiago Ltd,Retail,IN
CLI002751,"Coleman, Sims and Fitzgerald",Consulting,JP
CLI002752,Huffman Ltd,Manufacturing,ZA
CLI002753,"Cannon, Lewis and Mack",Retail,ZA
CLI002754,"Cox, Woods and Eaton",Retail,IN
CLI002755,Gray LLC,Retail,ZA
CLI002756,"Gonzalez, Davis and Norman",Manufacturing,US
CLI002757,"Armstrong, Swanson and Vargas",Manufacturing,BR
CLI002758,Humphrey-Curtis,Manufacturing,DE
CLI002759,Glass-Wade,Manufacturing,JP
CLI002760,"Williams, Newton and Reed",Technology,ZA
CLI002761,Shaffer-Galvan,Manufacturing,FR
CLI002762,Adkins and Sons,Manufacturing,FR
CLI002763,Johnson Group,Healthcare,UK
CLI002764,Torres LLC,Healthcare,US
CLI002765,Mccoy and Sons,Retail,ZA
CLI002766,"Walsh, Johnson and Long",Healthcare,IN
CLI002767,Grant and Sons,Technology,FR
CLI002768,"West, Schwartz and Monroe",Retail,ZA
CLI002769,Price PLC,Technology,DE
CLI002770,"Lopez, Chung and Cummings",Finance,ZA
CLI002771,Chambers Group,Technology,IN
CLI002772,"Williams, Lane and Hanna",Finance,UK
CLI002773,Smith and Sons,Consulting,DE
CLI002774,"Ford, Harrington and Barrett",Retail,AU
CLI002775,Morales Inc,Manufacturing,JP
CLI002776,"Landry, Green and Estrada",Finance,JP
CLI002777,"Barnett, Long and West",Technology,DE
CLI002778,Moran LLC,Technology,CA
CLI002779,"Mason, Parrish and Montes",Technology,JP
CLI002780,"Wilson, Lee and Wade",Healthcare,ZA
CLI002781,Wood LLC,Technology,IN
CLI002782,Butler-Murphy,Healthcare,FR
CLI002783,"Smith, Kelly and Herman",Manufacturing,AU
CLI002784,"Smith, Green and Herrera",Technology,AU
CLI002785,Leonard-Davis,Retail,FR
CLI002786,Walton PLC,Healthcare,FR
CLI002787,Cain LLC,Consulting,UK
CLI002788,"Lucero, Lara and Johnston",Retail,IN
CLI002789,Smith-Mccullough,Retail,CA
CLI002790,Neal-Jackson,Finance,ZA
CLI002791,"Cole, Osborn and Dunn",Technology,UK
CLI002792,Miller LLC,Consulting,JP
CLI002793,Russell-Butler,Finance,JP
CLI002794,Shaw-Henderson,Technology,CA
CLI002795,"Velazquez, Holmes and Beltran",Consulting,ZA
CLI002796,"Bolton, Kelly and Clark",Retail,ZA
CLI002797,Moran-Humphrey,Retail,IN
CLI002798,Roberts-Jones,Finance,CA
CLI002799,Wood Ltd,Finance,IN
CLI002800,Adkins Ltd,Retail,ZA
CLI002801,Day-Fisher,Manufacturing,AU
CLI002802,"Parker, Larson and Miller",Technology,ZA
CLI002803,Tucker-Walker,Technology,FR
CLI002804,"Stout, Diaz and Bradshaw",Consulting,CA
CLI002805,Odom-Duncan,Healthcare,AU
CLI002806,Long Group,Technology,IN
CLI002807,Cabrera-Rodriguez,Healthcare,JP
CLI002808,Edwards-Molina,Healthcare,CA
CLI002809,"Lewis, Garcia and Brown",Technology,FR
CLI002810,Thomas Inc,Retail,AU
CLI002811,Williamson-Franklin,Finance,JP
CLI002812,Owens Group,Manufacturing,US
CLI002813,Lewis-Carey,Finance,IN
CLI002814,Gilbert PLC,Retail,AU
CLI002815,Hammond Ltd,Consulting,US
CLI002816,Cook PLC,Technology,ZA
CLI002817,Arnold LLC,Technology,US
CLI002818,Rice-Green,Finance,DE
CLI002819,Cox-Munoz,Retail,AU
CLI002820,Baker Group,Technology,CA
CLI002821,"Flynn, Mcdaniel and Bond",Finance,FR
CLI002822,"Rios, Peck and Bray",Finance,BR
CLI002823,Goodman-Wolf,Retail,CA
CLI002824,Cook PLC,Manufacturing,IN
CLI002825,Morales-Ross,Manufacturing,IN
CLI002826,Carr Group,Healthcare,ZA
CLI002827,Mason-Olson,Technology,CA
CLI002828,"Gross, Gross and Beck",Technology,US
CLI002829,"Wright, Anderson and Tyler",Manufacturing,FR
CLI002830,"Tyler, Reed and Montoya",Finance,JP
CLI002831,"Price, Stephens and Allen",Consulting,IN
CLI002832,"Mitchell, Smith and Patterson",Consulting,CA
CLI002833,Hicks Group,Finance,FR
CLI002834,Riley Group,Finance,UK
CLI002835,Johnson-Vargas,Technology,DE
CLI002836,"Edwards, Roberts and Adams",Manufacturing,DE
CLI002837,"Barry, Johnson and Watkins",Technology,AU
CLI002838,"Obrien, Simmons and Gardner",Technology,FR
CLI002839,Nunez-Jordan,Healthcare,US
CLI002840,Skinner and Sons,Consulting,JP
CLI002841,Garcia-Flores,Technology,US
CLI002842,Roberson LLC,Manufacturing,UK
CLI002843,James-Brandt,Technology,AU
CLI002844,Newman and Sons,Finance,ZA
CLI002845,"Farmer, Newman and King",Technology,FR
CLI002846,"Hamilton, Underwood and Johnson",Healthcare,UK
CLI002847,Stone Ltd,Retail,IN
CLI002848,"Morales, Russell and Jackson",Consulting,UK
CLI002849,"Shepard, Garrett and Estes",Consulting,US
CLI002850,"Gonzalez, Booker and Stewart",Finance,AU
CLI002851,"Martinez, Mullins and Orr",Technology,FR
CLI002852,Morgan-Whitaker,Finance,ZA
CLI002853,"Norman, Ward and Black",Technology,BR
CLI002854,Harding-Sanchez,Retail,US
CLI002855,Williams-Nelson,Retail,UK
CLI002856,Good-Rivera,Healthcare,ZA
CLI002857,"Simpson, Sims and Proctor",Technology,US
CLI002858,"Jones, Johnston and Davis",Healthcare,FR
CLI002859,"Martinez, Martinez and Sawyer",Manufacturing,UK
CLI002860,"Cole, Drake and Anderson",Healthcare,ZA
CLI002861,"Ramos, Hammond and Murray",Consulting,JP
CLI002862,"Morales, Davis and Adams",Consulting,AU
CLI002863,Taylor LLC,Finance,CA
CLI002864,Scott-Powell,Manufacturing,IN
CLI002865,Hall-Robinson,Retail,JP
CLI002866,Mills-Miles,Manufacturing,DE
CLI002867,Johnson-Oliver,Manufacturing,JP
CLI002868,Cole and Sons,Retail,BR
CLI002869,"Lutz, Reynolds and Hale",Finance,AU
CLI002870,Watkins-Smith,Healthcare,ZA
CLI002871,Long-Coleman,Retail,CA
CLI002872,"Brown, Hernandez and Bennett",Retail,UK
CLI002873,Adkins-Sawyer,Manufacturing,UK
CLI002874,"Carey, Williams and Nolan",Finance,JP
CLI002875,Larson Inc,Finance,FR
CLI002876,Kramer-Goodman,Manufacturing,CA
CLI002877,Kennedy Group,Finance,UK
CLI002878,King Inc,Technology,UK
CLI002879,Choi-Mccann,Healthcare,CA
CLI002880,Bernard-Henderson,Finance,US
CLI002881,Miller-Robinson,Manufacturing,AU
CLI002882,Torres Group,Retail,ZA
CLI002883,"Peterson, Potts and Walton",Consulting,BR
CLI002884,Roman-Garza,Technology,IN
CLI002885,"Lambert, Baker and Ward",Healthcare,FR
CLI002886,Parker LLC,Consulting,BR
CLI002887,Ramos-Curtis,Retail,AU
CLI002888,Thomas PLC,Manufacturing,CA
CLI002889,Allen-Meyer,Healthcare,BR
CLI002890,"Harmon, Nunez and Brown",Retail,IN
CLI002891,"Singh, Hanson and Moore",Technology,JP
CLI002892,Saunders-Kelly,Healthcare,DE
CLI002893,Martin-Reed,Retail,JP
CLI002894,Beltran Inc,Consulting,US
CLI002895,Bennett-Sanchez,Retail,DE
CLI002896,"Stewart, Arnold and Davis",Manufacturing,BR
CLI002897,Young Group,Finance,JP
CLI002898,"Hansen, Knapp and Wilson",Healthcare,CA
CLI002899,James-Lowe,Manufacturing,JP
CLI002900,Carter LLC,Manufacturing,BR
CLI002901,Ramirez-Black,Finance,CA
CLI002902,Jones-Hill,Finance,AU
CLI002903,"Montoya, Jones and Lee",Consulting,DE
CLI002904,Bray-Perry,Retail,CA
CLI002905,"Clark, Harris and Gonzales",Manufacturing,IN
CLI002906,Ward-Cruz,Healthcare,US
CLI002907,Williams PLC,Technology,AU
CLI002908,Fischer-Steele,Retail,FR
CLI002909,Mcmahon-Carter,Consulting,CA
CLI002910,Williams LLC,Retail,US
CLI002911,Ramirez-Sweeney,Retail,AU
CLI002912,Collins PLC,Healthcare,ZA
CLI002913,Montgomery PLC,Technology,AU
CLI002914,Williams-Moran,Retail,AU
CLI002915,Hart Ltd,Finance,IN
CLI002916,Short-Fitzpatrick,Finance,ZA
CLI002917,"Anderson, Rodriguez and Long",Manufacturing,US
CLI002918,"Manning, Smith and Valdez",Manufacturing,US
CLI002919,"Wheeler, Mcguire and Ponce",Healthcare,AU
CLI002920,"Miller, Hoffman and Phillips",Technology,UK
CLI002921,"Johnson, Guerra and Estrada",Consulting,FR
CLI002922,Rivera and Sons,Consulting,CA
CLI002923,Banks Group,Consulting,US
CLI002924,Hall Ltd,Technology,ZA
CLI002925,"Burns, Walls and Rodriguez",Technology,BR
CLI002926,Yang LLC,Technology,UK
CLI002927,Merritt Ltd,Manufacturing,FR
CLI002928,Dominguez-Miller,Technology,DE
CLI002929,"Joyce, Park and Dickson",Consulting,ZA
CLI002930,"Henry, Chan and Patterson",Finance,US
CLI002931,Malone Group,Healthcare,AU
CLI002932,Mccullough-Mcguire,Consulting,FR
CLI002933,Lewis-Harris,Technology,DE
CLI002934,"Patterson, Jones and Brown",Finance,IN
CLI002935,White PLC,Retail,US
CLI002936,Smith Inc,Healthcare,ZA
CLI002937,Gray-Shaw,Healthcare,BR
CLI002938,"Lewis, Harper and Taylor",Consulting,CA
CLI002939,Martin and Sons,Consulting,UK
CLI002940,"Meadows, Reyes and White",Technology,IN
CLI002941,"Morris, Parsons and White",Consulting,UK
CLI002942,Holloway Group,Finance,IN
CLI002943,Welch Ltd,Healthcare,FR
CLI002944,Sullivan-Berry,Healthcare,ZA
CLI002945,Oliver-Barnett,Technology,US
CLI002946,Trevino Inc,Retail,IN
CLI002947,Kennedy-Brewer,Technology,US
CLI002948,Evans and Sons,Technology,AU
CLI002949,"Neal, Fowler and Jones",Finance,AU
CLI002950,"Foley, Monroe and Moore",Healthcare,IN
CLI002951,"Mccann, Adams and Cooper",Healthcare,ZA
CLI002952,Jennings-Williams,Consulting,FR
CLI002953,"Phillips, Berry and Spears",Healthcare,ZA
CLI002954,Parker-Myers,Retail,US
CLI002955,Mclaughlin-Pierce,Technology,CA
CLI002956,"Hawkins, Day and Garcia",Technology,FR
CLI002957,Moran-Morgan,Consulting,FR
CLI002958,"Simpson, Fisher and Griffin",Finance,BR
CLI002959,"Brock, Guzman and Hubbard",Manufacturing,FR
CLI002960,Moon-Kirk,Technology,JP
CLI002961,"Henderson, Lara and Martin",Consulting,AU
CLI002962,"Hart, Lawson and Weaver",Consulting,ZA
CLI002963,Freeman-Aguirre,Consulting,AU
CLI002964,Price-Adams,Finance,US
CLI002965,"Morgan, Davis and French",Technology,UK
CLI002966,Lloyd-Wagner,Retail,US
CLI002967,Allen-Ruiz,Consulting,CA
CLI002968,Berger Ltd,Finance,ZA
CLI002969,Williams and Sons,Consulting,CA
CLI002970,Anderson-Clark,Finance,US
CLI002971,Summers and Sons,Technology,ZA
CLI002972,Wheeler LLC,Healthcare,US
CLI002973,Ferguson-Gutierrez,Finance,AU
CLI002974,Lester-Stanley,Finance,US
CLI002975,Booker-Robbins,Technology,DE
CLI002976,Deleon PLC,Manufacturing,JP
CLI002977,Moore-Smith,Technology,CA
CLI002978,Smith Inc,Manufacturing,UK
CLI002979,"Willis, Smith and Gordon",Consulting,CA
CLI002980,"Rogers, Torres and Garrett",Technology,ZA
CLI002981,"Walker, Cherry and Doyle",Consulting,BR
CLI002982,"Austin, Alvarado and Morales",Manufacturing,AU
CLI002983,Prince PLC,Finance,ZA
CLI002984,Wagner and Sons,Healthcare,JP
CLI002985,"Green, Greene and Owens",Finance,AU
CLI002986,Torres Inc,Consulting,AU
CLI002987,Tate Group,Healthcare,ZA
CLI002988,Adams-Castaneda,Technology,IN
CLI002989,Lawrence-Brooks,Retail,AU
CLI002990,"Johnson, Wilson and Hall",Technology,UK
CLI002991,"Smith, Wood and Martin",Retail,US
CLI002992,Martin and Sons,Manufacturing,FR
CLI002993,Moore-Crawford,Technology,ZA
CLI002994,Hernandez-Aguilar,Retail,US
CLI002995,Gallagher and Sons,Retail,ZA
CLI002996,Miller-Walker,Technology,JP
CLI002997,"Franklin, White and Dixon",Manufacturing,UK
CLI002998,Vincent-Fernandez,Consulting,DE
CLI002999,Patton and Sons,Retail,FR
CLI003000,Smith-Mann,Technology,CA
CLI003001,Garcia Ltd,Retail,BR
CLI003002,Herring PLC,Healthcare,JP
CLI003003,Mendoza Ltd,Consulting,IN
CLI003004,Dickerson Inc,Consulting,BR
CLI003005,Robinson and Sons,Manufacturing,BR
CLI003006,Davis-Kelley,Healthcare,CA
CLI003007,Anderson-Potts,Consulting,ZA
CLI003008,Taylor-White,Finance,AU
CLI003009,"Jenkins, Myers and Smith",Technology,US
CLI003010,Smith Inc,Retail,DE
CLI003011,Brewer Inc,Retail,FR
CLI003012,"Campbell, Long and Rojas",Healthcare,IN
CLI003013,"Mathews, Adams and Rice",Technology,AU
CLI003014,Henderson and Sons,Finance,BR
