payment_id,employee_id,client_id,country_id,tax_rule_id,gross_pay,tax_amount,net_pay,currency,payment_date,status,compliance_status,started_at,completed_at
PAY001970,EMP003828,CLI003184,US,REG000171,687085,0,687085,USD,2023-11-30,pending,Non-Compliant,2023-11-30 00:00:00,
PAY001971,EMP000350,CLI004147,BR,REG000839,383030,0,383030,BRL,2025-02-03,pending,Non-Compliant,2025-02-03 00:00:00,
PAY001972,EMP004964,CLI004124,CA,REG002025,282284,0,282284,CAD,2025-04-28,pending,Non-Compliant,2025-04-28 00:00:00,
PAY001973,EMP000237,CLI004341,DE,REG001739,973876,0,973876,EUR,2024-11-19,completed,Compliant,2024-11-19 00:00:00,2024-11-19 01:01:21
PAY001974,EMP000474,CLI000353,JP,REG002951,281123,47791,233332,JPY,2024-02-08,completed,Compliant,2024-02-08 00:00:00,2024-02-08 01:46:39
PAY001975,EMP004622,CLI004757,UK,REG002325,184031,0,184031,GBP,2025-04-27,completed,Compliant,2025-04-27 00:00:00,2025-04-27 01:36:52
PAY001976,EMP004440,CLI000412,CA,REG000782,517727,0,517727,CAD,2025-05-19,pending,Non-Compliant,2025-05-19 00:00:00,
PAY001977,EMP005168,CLI003245,UK,REG002342,189348,0,189348,GBP,2025-04-06,pending,Non-Compliant,2025-04-06 00:00:00,
PAY001978,EMP001135,CLI003391,AU,REG000499,607099,0,607099,AUD,2024-10-05,completed,Compliant,2024-10-05 00:00:00,2024-10-05 01:21:16
PAY001979,EMP006877,CLI001424,FR,REG000980,514355,0,514355,EUR,2023-08-24,pending,Non-Compliant,2023-08-24 00:00:00,
PAY001980,EMP004140,CLI004702,IN,REG000356,589999,0,589999,INR,2024-11-01,pending,Non-Compliant,2024-11-01 00:00:00,
PAY001981,EMP003172,CLI003268,BR,REG000054,440561,158602,281959,BRL,2023-07-12,completed,Compliant,2023-07-12 00:00:00,2023-07-12 01:46:48
PAY001982,EMP006992,CLI000518,UK,REG002551,917266,0,917266,GBP,2024-09-04,failed,Non-Compliant,2024-09-04 00:00:00,
PAY001983,EMP001307,CLI001338,UK,REG002436,142255,0,142255,GBP,2023-12-04,failed,Non-Compliant,2023-12-04 00:00:00,
PAY001984,EMP003026,CLI003091,UK,REG000907,704786,281914,422872,GBP,2024-02-08,failed,Non-Compliant,2024-02-08 00:00:00,
PAY001985,EMP002642,CLI003683,DE,REG002373,480061,153620,326441,EUR,2024-06-07,completed,Compliant,2024-06-07 00:00:00,2024-06-07 01:34:30
PAY001986,EMP004888,CLI004994,FR,REG000680,668166,0,668166,EUR,2023-07-24,completed,Compliant,2023-07-24 00:00:00,2023-07-24 00:17:30
PAY001987,EMP006440,CLI001777,JP,REG002587,498579,0,498579,JPY,2023-06-20,failed,Non-Compliant,2023-06-20 00:00:00,
PAY001988,EMP001010,CLI001737,DE,REG000205,156059,0,156059,EUR,2024-09-06,failed,Non-Compliant,2024-09-06 00:00:00,
PAY001989,EMP002165,CLI002832,BR,REG000046,591462,218841,372621,BRL,2024-08-25,failed,Non-Compliant,2024-08-25 00:00:00,
PAY001990,EMP005942,CLI003735,US,REG001507,917496,0,917496,USD,2023-11-21,pending,Non-Compliant,2023-11-21 00:00:00,
PAY001991,EMP004513,CLI004374,AU,REG000198,907643,0,907643,AUD,2023-06-01,pending,Non-Compliant,2023-06-01 00:00:00,
PAY001992,EMP002020,CLI002607,US,REG001052,474830,0,474830,USD,2025-05-14,pending,Non-Compliant,2025-05-14 00:00:00,
PAY001993,EMP004417,CLI001109,ZA,REG001792,512083,71692,440391,ZAR,2023-09-21,failed,Non-Compliant,2023-09-21 00:00:00,
PAY001994,EMP003169,CLI004131,DE,REG000279,189963,0,189963,EUR,2024-10-08,completed,Compliant,2024-10-08 00:00:00,2024-10-08 00:14:00
PAY001995,EMP005633,CLI003399,FR,REG000144,732909,183227,549682,EUR,2023-06-16,pending,Non-Compliant,2023-06-16 00:00:00,
PAY001996,EMP002438,CLI004963,US,REG000214,929710,0,929710,USD,2024-10-04,pending,Non-Compliant,2024-10-04 00:00:00,
PAY001997,EMP004734,CLI001823,BR,REG002617,715377,0,715377,BRL,2024-03-20,failed,Non-Compliant,2024-03-20 00:00:00,
PAY001998,EMP005245,CLI004552,BR,REG000102,548830,0,548830,BRL,2024-12-03,failed,Non-Compliant,2024-12-03 00:00:00,
PAY001999,EMP000070,CLI002739,IN,REG001053,571634,0,571634,INR,2023-07-27,pending,Non-Compliant,2023-07-27 00:00:00,
PAY002000,EMP005783,CLI003426,US,REG001438,196224,0,196224,USD,2023-08-16,pending,Non-Compliant,2023-08-16 00:00:00,
PAY002001,EMP006020,CLI002353,BR,REG002945,546842,207800,339042,BRL,2023-06-19,failed,Non-Compliant,2023-06-19 00:00:00,
PAY002002,EMP000657,CLI000806,UK,REG001707,537950,0,537950,GBP,2025-01-09,pending,Non-Compliant,2025-01-09 00:00:00,
PAY002003,EMP001924,CLI001368,US,REG002387,742965,0,742965,USD,2023-11-27,completed,Compliant,2023-11-27 00:00:00,2023-11-27 00:38:21
PAY002004,EMP000978,CLI001126,JP,REG002748,404399,0,404399,JPY,2023-09-26,failed,Non-Compliant,2023-09-26 00:00:00,
PAY002005,EMP002212,CLI002064,JP,REG002790,642060,211880,430180,JPY,2025-02-21,failed,Non-Compliant,2025-02-21 00:00:00,
PAY002006,EMP002017,CLI003682,JP,REG001192,547103,0,547103,JPY,2024-09-30,completed,Compliant,2024-09-30 00:00:00,2024-09-30 01:08:05
PAY002007,EMP001851,CLI003912,AU,REG000173,684352,0,684352,AUD,2024-02-21,pending,Non-Compliant,2024-02-21 00:00:00,
PAY002008,EMP003346,CLI000114,IN,REG002335,128823,0,128823,INR,2025-01-05,completed,Compliant,2025-01-05 00:00:00,2025-01-05 00:41:13
PAY002009,EMP003608,CLI003284,DE,REG002477,743484,0,743484,EUR,2025-04-20,pending,Non-Compliant,2025-04-20 00:00:00,
PAY002010,EMP002073,CLI003328,ZA,REG000096,398848,151562,247286,ZAR,2024-02-14,completed,Compliant,2024-02-14 00:00:00,2024-02-14 00:57:11
PAY002011,EMP003163,CLI004186,ZA,REG000676,639909,0,639909,ZAR,2024-10-09,completed,Compliant,2024-10-09 00:00:00,2024-10-09 01:25:34
PAY002012,EMP005424,CLI001025,US,REG001842,408650,0,408650,USD,2024-04-19,pending,Non-Compliant,2024-04-19 00:00:00,
PAY002013,EMP002589,CLI001226,AU,REG001663,868633,0,868633,AUD,2024-11-09,failed,Non-Compliant,2024-11-09 00:00:00,
PAY002014,EMP002155,CLI003292,AU,REG001629,809424,202356,607068,AUD,2024-04-14,failed,Non-Compliant,2024-04-14 00:00:00,
PAY002015,EMP003722,CLI004973,DE,REG000893,260790,31295,229495,EUR,2025-01-11,failed,Non-Compliant,2025-01-11 00:00:00,
PAY002016,EMP000449,CLI003868,DE,REG002213,221744,0,221744,EUR,2023-10-20,completed,Compliant,2023-10-20 00:00:00,2023-10-20 01:27:55
PAY002017,EMP005045,CLI002575,UK,REG001424,490109,0,490109,GBP,2024-02-17,completed,Compliant,2024-02-17 00:00:00,2024-02-17 00:08:41
PAY002018,EMP006336,CLI001911,US,REG001508,304898,54882,250016,USD,2024-06-25,completed,Compliant,2024-06-25 00:00:00,2024-06-25 00:24:40
PAY002019,EMP004563,CLI001791,FR,REG002051,583792,0,583792,EUR,2025-02-28,failed,Non-Compliant,2025-02-28 00:00:00,
PAY002020,EMP001938,CLI004962,US,REG000759,850885,0,850885,USD,2024-04-15,completed,Compliant,2024-04-15 00:00:00,2024-04-15 01:21:58
PAY002021,EMP004298,CLI002071,AU,REG001870,239622,47924,191698,AUD,2024-10-23,completed,Compliant,2024-10-23 00:00:00,2024-10-23 01:19:45
PAY002022,EMP003466,CLI004612,JP,REG002852,479141,0,479141,JPY,2024-06-18,failed,Non-Compliant,2024-06-18 00:00:00,
PAY002023,EMP003377,CLI003055,UK,REG002162,154356,0,154356,GBP,2024-03-27,completed,Compliant,2024-03-27 00:00:00,2024-03-27 00:47:05
PAY002024,EMP004073,CLI004583,ZA,REG001321,599177,0,599177,ZAR,2025-04-27,failed,Non-Compliant,2025-04-27 00:00:00,
PAY002025,EMP002557,CLI000648,ZA,REG000965,686641,254057,432584,ZAR,2024-12-12,pending,Non-Compliant,2024-12-12 00:00:00,
PAY002026,EMP005783,CLI001193,US,REG001779,244838,46519,198319,USD,2024-02-22,failed,Non-Compliant,2024-02-22 00:00:00,
PAY002027,EMP003940,CLI003266,IN,REG001182,429069,0,429069,INR,2025-01-13,failed,Non-Compliant,2025-01-13 00:00:00,
PAY002028,EMP000257,CLI003505,IN,REG000282,169434,0,169434,INR,2024-01-14,failed,Non-Compliant,2024-01-14 00:00:00,
PAY002029,EMP003379,CLI000297,AU,REG001351,673027,0,673027,AUD,2024-08-01,pending,Non-Compliant,2024-08-01 00:00:00,
PAY002030,EMP004796,CLI004641,ZA,REG002029,356269,0,356269,ZAR,2024-12-26,completed,Compliant,2024-12-26 00:00:00,2024-12-26 01:35:17
PAY002031,EMP000684,CLI002913,UK,REG000042,637563,0,637563,GBP,2023-08-28,completed,Compliant,2023-08-28 00:00:00,2023-08-28 00:54:59
PAY002032,EMP006836,CLI002547,BR,REG001641,405837,0,405837,BRL,2023-09-26,pending,Non-Compliant,2023-09-26 00:00:00,
PAY002033,EMP005900,CLI004251,JP,REG001447,149211,0,149211,JPY,2023-12-05,completed,Compliant,2023-12-05 00:00:00,2023-12-05 01:00:06
PAY002034,EMP002201,CLI002442,JP,REG002313,689072,0,689072,JPY,2023-12-08,completed,Compliant,2023-12-08 00:00:00,2023-12-08 01:45:05
PAY002035,EMP006221,CLI001069,AU,REG000779,920200,0,920200,AUD,2023-11-23,completed,Compliant,2023-11-23 00:00:00,2023-11-23 00:41:53
PAY002036,EMP002784,CLI003749,US,REG002910,555802,0,555802,USD,2023-10-22,failed,Non-Compliant,2023-10-22 00:00:00,
PAY002037,EMP005623,CLI001293,CA,REG000911,549167,0,549167,CAD,2024-06-21,completed,Compliant,2024-06-21 00:00:00,2024-06-21 01:55:15
PAY002038,EMP000892,CLI003275,JP,REG002355,436165,52340,383825,JPY,2024-04-23,pending,Non-Compliant,2024-04-23 00:00:00,
PAY002039,EMP004665,CLI004359,IN,REG000579,774535,0,774535,INR,2024-03-12,completed,Compliant,2024-03-12 00:00:00,2024-03-12 00:12:45
PAY002040,EMP005560,CLI000763,JP,REG002320,878078,0,878078,JPY,2024-12-10,completed,Compliant,2024-12-10 00:00:00,2024-12-10 01:38:46
PAY002041,EMP001748,CLI000183,BR,REG001280,675397,162095,513302,BRL,2023-07-03,completed,Compliant,2023-07-03 00:00:00,2023-07-03 00:46:46
PAY002042,EMP003335,CLI003444,AU,REG001284,232925,0,232925,AUD,2024-01-26,completed,Compliant,2024-01-26 00:00:00,2024-01-26 00:58:16
PAY002043,EMP006463,CLI002511,JP,REG001494,379100,109939,269161,JPY,2025-03-07,completed,Compliant,2025-03-07 00:00:00,2025-03-07 01:11:35
PAY002044,EMP006248,CLI003531,IN,REG002235,226134,0,226134,INR,2023-10-02,pending,Non-Compliant,2023-10-02 00:00:00,
PAY002045,EMP005518,CLI002330,UK,REG001803,862630,0,862630,GBP,2025-04-08,completed,Compliant,2025-04-08 00:00:00,2025-04-08 01:56:56
PAY002046,EMP004088,CLI000651,US,REG002643,864795,190255,674540,USD,2024-11-13,failed,Non-Compliant,2024-11-13 00:00:00,
PAY002047,EMP000669,CLI004694,UK,REG002076,241266,0,241266,GBP,2024-01-25,completed,Compliant,2024-01-25 00:00:00,2024-01-25 00:48:38
PAY002048,EMP002886,CLI004500,US,REG001052,854638,0,854638,USD,2024-04-23,failed,Non-Compliant,2024-04-23 00:00:00,
PAY002049,EMP004403,CLI004595,BR,REG002789,423235,0,423235,BRL,2025-02-11,pending,Non-Compliant,2025-02-11 00:00:00,
PAY002050,EMP004043,CLI001534,DE,REG001573,938794,0,938794,EUR,2024-03-31,failed,Non-Compliant,2024-03-31 00:00:00,
PAY002051,EMP000486,CLI002820,AU,REG001267,162777,0,162777,AUD,2025-05-22,failed,Non-Compliant,2025-05-22 00:00:00,
PAY002052,EMP002647,CLI001349,BR,REG000846,763980,0,763980,BRL,2024-01-31,failed,Non-Compliant,2024-01-31 00:00:00,
PAY002053,EMP006248,CLI002242,IN,REG001170,825241,0,825241,INR,2023-09-08,completed,Compliant,2023-09-08 00:00:00,2023-09-08 00:17:17
PAY002054,EMP005968,CLI001096,ZA,REG001105,919261,0,919261,ZAR,2025-02-12,completed,Compliant,2025-02-12 00:00:00,2025-02-12 00:34:03
PAY002055,EMP004940,CLI002415,ZA,REG002310,734417,271734,462683,ZAR,2024-04-14,pending,Non-Compliant,2024-04-14 00:00:00,
PAY002056,EMP005270,CLI001191,US,REG001715,305111,61022,244089,USD,2024-06-24,completed,Compliant,2024-06-24 00:00:00,2024-06-24 01:27:48
PAY002057,EMP004859,CLI004303,US,REG001786,711195,0,711195,USD,2023-11-24,pending,Non-Compliant,2023-11-24 00:00:00,
PAY002058,EMP003510,CLI002313,IN,REG002563,679198,0,679198,INR,2024-04-08,failed,Non-Compliant,2024-04-08 00:00:00,
PAY002059,EMP005794,CLI003870,FR,REG000306,997405,0,997405,EUR,2023-06-30,pending,Non-Compliant,2023-06-30 00:00:00,
PAY002060,EMP003722,CLI003222,DE,REG000694,672661,0,672661,EUR,2024-07-20,pending,Non-Compliant,2024-07-20 00:00:00,
PAY002061,EMP005893,CLI004177,UK,REG001441,532744,0,532744,GBP,2025-02-24,failed,Non-Compliant,2025-02-24 00:00:00,
PAY002062,EMP001729,CLI003691,DE,REG001482,606628,242651,363977,EUR,2024-11-17,completed,Compliant,2024-11-17 00:00:00,2024-11-17 00:07:09
PAY002063,EMP005143,CLI004579,ZA,REG000353,128972,15477,113495,ZAR,2024-10-24,completed,Compliant,2024-10-24 00:00:00,2024-10-24 01:11:14
PAY002064,EMP002388,CLI004668,JP,REG001719,652248,0,652248,JPY,2025-03-28,completed,Compliant,2025-03-28 00:00:00,2025-03-28 00:24:49
PAY002065,EMP002028,CLI001074,IN,REG000341,672449,255531,416918,INR,2023-11-28,pending,Non-Compliant,2023-11-28 00:00:00,
PAY002066,EMP000992,CLI002912,ZA,REG000599,213983,0,213983,ZAR,2024-07-04,failed,Non-Compliant,2024-07-04 00:00:00,
PAY002067,EMP004144,CLI000412,BR,REG001747,522850,0,522850,BRL,2024-11-20,failed,Non-Compliant,2024-11-20 00:00:00,
PAY002068,EMP006279,CLI000585,AU,REG000882,564146,169244,394902,AUD,2023-09-02,pending,Non-Compliant,2023-09-02 00:00:00,
PAY002069,EMP000014,CLI004618,CA,REG001672,427355,0,427355,CAD,2025-03-25,failed,Non-Compliant,2025-03-25 00:00:00,
PAY002070,EMP004693,CLI004331,IN,REG000475,790317,0,790317,INR,2025-02-03,pending,Non-Compliant,2025-02-03 00:00:00,
PAY002071,EMP006089,CLI003103,DE,REG001271,338049,50707,287342,EUR,2025-03-30,completed,Compliant,2025-03-30 00:00:00,2025-03-30 01:58:38
PAY002072,EMP002869,CLI001826,DE,REG000615,232648,0,232648,EUR,2024-12-08,failed,Non-Compliant,2024-12-08 00:00:00,
PAY002073,EMP002349,CLI003828,CA,REG000925,347710,0,347710,CAD,2023-12-06,pending,Non-Compliant,2023-12-06 00:00:00,
PAY002074,EMP005667,CLI003394,CA,REG000138,794955,135142,659813,CAD,2024-12-24,failed,Non-Compliant,2024-12-24 00:00:00,
PAY002075,EMP006990,CLI002693,UK,REG001151,945991,0,945991,GBP,2023-10-29,completed,Compliant,2023-10-29 00:00:00,2023-10-29 00:33:17
PAY002076,EMP004999,CLI002207,CA,REG001404,390410,0,390410,CAD,2024-02-13,completed,Compliant,2024-02-13 00:00:00,2024-02-13 00:57:17
PAY002077,EMP002671,CLI001011,DE,REG002963,768184,268864,499320,EUR,2024-06-09,completed,Compliant,2024-06-09 00:00:00,2024-06-09 00:29:52
PAY002078,EMP001278,CLI000584,CA,REG002515,165992,0,165992,CAD,2025-04-24,completed,Compliant,2025-04-24 00:00:00,2025-04-24 00:17:30
PAY002079,EMP001494,CLI000775,US,REG002158,673649,0,673649,USD,2023-10-30,pending,Non-Compliant,2023-10-30 00:00:00,
PAY002080,EMP005406,CLI004061,JP,REG002871,387402,0,387402,JPY,2025-01-20,completed,Compliant,2025-01-20 00:00:00,2025-01-20 00:35:56
PAY002081,EMP004535,CLI003804,JP,REG002857,295668,0,295668,JPY,2025-03-14,failed,Non-Compliant,2025-03-14 00:00:00,
PAY002082,EMP005207,CLI000231,BR,REG002492,538834,0,538834,BRL,2024-08-06,completed,Compliant,2024-08-06 00:00:00,2024-08-06 00:48:10
PAY002083,EMP003636,CLI000163,UK,REG000111,433924,0,433924,GBP,2025-04-12,failed,Non-Compliant,2025-04-12 00:00:00,
PAY002084,EMP005230,CLI003635,UK,REG002023,446347,0,446347,GBP,2023-09-27,completed,Compliant,2023-09-27 00:00:00,2023-09-27 00:30:46
PAY002085,EMP003315,CLI001656,JP,REG001068,742415,0,742415,JPY,2024-12-19,pending,Non-Compliant,2024-12-19 00:00:00,
PAY002086,EMP001064,CLI000027,UK,REG002155,507704,0,507704,GBP,2024-09-04,pending,Non-Compliant,2024-09-04 00:00:00,
PAY002087,EMP006299,CLI002091,BR,REG002780,572748,0,572748,BRL,2024-07-01,failed,Non-Compliant,2024-07-01 00:00:00,
PAY002088,EMP006051,CLI001979,FR,REG002505,533137,0,533137,EUR,2023-09-14,completed,Compliant,2023-09-14 00:00:00,2023-09-14 01:16:51
PAY002089,EMP003612,CLI002693,BR,REG002876,545169,0,545169,BRL,2023-11-18,pending,Non-Compliant,2023-11-18 00:00:00,
PAY002090,EMP001335,CLI003560,FR,REG000993,630026,0,630026,EUR,2024-08-12,failed,Non-Compliant,2024-08-12 00:00:00,
PAY002091,EMP006846,CLI000891,ZA,REG000941,609141,0,609141,ZAR,2023-11-02,pending,Non-Compliant,2023-11-02 00:00:00,
PAY002092,EMP006641,CLI002193,CA,REG002498,425754,0,425754,CAD,2024-05-03,pending,Non-Compliant,2024-05-03 00:00:00,
PAY002093,EMP000881,CLI004152,IN,REG002889,302078,102707,199371,INR,2024-05-20,failed,Non-Compliant,2024-05-20 00:00:00,
PAY002094,EMP002968,CLI001258,FR,REG002301,901266,0,901266,EUR,2025-03-27,failed,Non-Compliant,2025-03-27 00:00:00,
PAY002095,EMP004319,CLI004953,UK,REG000886,827716,0,827716,GBP,2024-09-27,pending,Non-Compliant,2024-09-27 00:00:00,
PAY002096,EMP000146,CLI002882,UK,REG000568,822945,0,822945,GBP,2024-07-19,pending,Non-Compliant,2024-07-19 00:00:00,
PAY002097,EMP000857,CLI002569,FR,REG001627,751149,0,751149,EUR,2024-12-13,failed,Non-Compliant,2024-12-13 00:00:00,
PAY002098,EMP001359,CLI004451,BR,REG002688,501700,0,501700,BRL,2023-10-12,pending,Non-Compliant,2023-10-12 00:00:00,
PAY002099,EMP006808,CLI001834,JP,REG002841,425006,153002,272004,JPY,2024-06-04,completed,Compliant,2024-06-04 00:00:00,2024-06-04 00:43:47
PAY002100,EMP001581,CLI001865,DE,REG001015,978417,195683,782734,EUR,2024-03-15,completed,Compliant,2024-03-15 00:00:00,2024-03-15 00:56:50
PAY002101,EMP000583,CLI004055,JP,REG001263,368883,0,368883,JPY,2024-04-07,failed,Non-Compliant,2024-04-07 00:00:00,
PAY002102,EMP002699,CLI000776,JP,REG002183,654635,170205,484430,JPY,2024-05-29,completed,Compliant,2024-05-29 00:00:00,2024-05-29 00:54:13
PAY002103,EMP003807,CLI001167,JP,REG002166,667403,0,667403,JPY,2023-07-28,pending,Non-Compliant,2023-07-28 00:00:00,
PAY002104,EMP000922,CLI004328,BR,REG000087,807306,104950,702356,BRL,2023-12-06,completed,Compliant,2023-12-06 00:00:00,2023-12-06 00:25:34
PAY002105,EMP003474,CLI004612,FR,REG001570,649725,116950,532775,EUR,2023-10-24,failed,Non-Compliant,2023-10-24 00:00:00,
PAY002106,EMP002922,CLI003801,JP,REG002923,923722,0,923722,JPY,2023-05-28,failed,Non-Compliant,2023-05-28 00:00:00,
PAY002107,EMP000462,CLI001025,FR,REG000024,208562,56312,152250,EUR,2023-10-18,pending,Non-Compliant,2023-10-18 00:00:00,
PAY002108,EMP002667,CLI000437,AU,REG001115,907727,99850,807877,AUD,2024-11-02,failed,Non-Compliant,2024-11-02 00:00:00,
PAY002109,EMP005322,CLI002710,CA,REG002027,185998,0,185998,CAD,2023-06-28,completed,Compliant,2023-06-28 00:00:00,2023-06-28 01:25:50
PAY002110,EMP001767,CLI001705,CA,REG002356,987649,0,987649,CAD,2025-04-12,pending,Non-Compliant,2025-04-12 00:00:00,
PAY002111,EMP001397,CLI001374,FR,REG002709,670327,248021,422306,EUR,2024-05-15,pending,Non-Compliant,2024-05-15 00:00:00,
PAY002112,EMP005807,CLI003152,ZA,REG002318,707971,0,707971,ZAR,2023-09-28,pending,Non-Compliant,2023-09-28 00:00:00,
PAY002113,EMP006346,CLI003897,JP,REG001082,455700,173166,282534,JPY,2023-10-23,completed,Compliant,2023-10-23 00:00:00,2023-10-23 01:04:47
PAY002114,EMP002598,CLI001339,UK,REG001057,169040,65926,103114,GBP,2024-06-18,completed,Compliant,2024-06-18 00:00:00,2024-06-18 01:46:32
PAY002115,EMP005474,CLI000215,IN,REG001325,585153,0,585153,INR,2025-04-16,completed,Compliant,2025-04-16 00:00:00,2025-04-16 00:21:16
PAY002116,EMP003641,CLI000794,ZA,REG001511,642333,186277,456056,ZAR,2023-08-26,pending,Non-Compliant,2023-08-26 00:00:00,
PAY002117,EMP002543,CLI002192,US,REG001758,688726,234167,454559,USD,2024-07-04,pending,Non-Compliant,2024-07-04 00:00:00,
PAY002118,EMP006629,CLI003076,IN,REG000607,735833,161883,573950,INR,2024-02-19,failed,Non-Compliant,2024-02-19 00:00:00,
PAY002119,EMP005404,CLI004707,UK,REG001424,972166,0,972166,GBP,2024-05-30,pending,Non-Compliant,2024-05-30 00:00:00,
PAY002120,EMP006223,CLI004529,AU,REG001853,669695,214302,455393,AUD,2023-10-18,completed,Compliant,2023-10-18 00:00:00,2023-10-18 01:22:16
PAY002121,EMP002276,CLI001155,FR,REG000038,953069,0,953069,EUR,2025-05-19,failed,Non-Compliant,2025-05-19 00:00:00,
PAY002122,EMP006282,CLI000609,AU,REG002618,947128,0,947128,AUD,2024-09-07,pending,Non-Compliant,2024-09-07 00:00:00,
PAY002123,EMP006912,CLI001872,FR,REG001771,868351,156303,712048,EUR,2024-01-26,pending,Non-Compliant,2024-01-26 00:00:00,
PAY002124,EMP005453,CLI003642,IN,REG002235,398272,0,398272,INR,2023-07-24,failed,Non-Compliant,2023-07-24 00:00:00,
PAY002125,EMP000481,CLI004437,UK,REG001632,198827,47718,151109,GBP,2025-03-13,failed,Non-Compliant,2025-03-13 00:00:00,
PAY002126,EMP001278,CLI000250,CA,REG001692,681682,0,681682,CAD,2025-02-14,completed,Compliant,2025-02-14 00:00:00,2025-02-14 00:19:31
PAY002127,EMP001568,CLI003710,UK,REG000541,578128,98282,479846,GBP,2024-11-19,failed,Non-Compliant,2024-11-19 00:00:00,
PAY002128,EMP001069,CLI000863,CA,REG000107,419615,0,419615,CAD,2025-03-09,pending,Non-Compliant,2025-03-09 00:00:00,
PAY002129,EMP002243,CLI003519,ZA,REG001332,435957,0,435957,ZAR,2023-07-31,failed,Non-Compliant,2023-07-31 00:00:00,
PAY002130,EMP000632,CLI003083,UK,REG002057,755378,0,755378,GBP,2024-10-18,pending,Non-Compliant,2024-10-18 00:00:00,
PAY002131,EMP006522,CLI002214,DE,REG000052,747928,0,747928,EUR,2025-03-24,completed,Compliant,2025-03-24 00:00:00,2025-03-24 00:12:14
PAY002132,EMP001921,CLI001518,FR,REG001402,791831,0,791831,EUR,2023-10-17,completed,Compliant,2023-10-17 00:00:00,2023-10-17 00:06:07
PAY002133,EMP003212,CLI002491,IN,REG002058,508242,0,508242,INR,2024-10-25,pending,Non-Compliant,2024-10-25 00:00:00,
PAY002134,EMP003780,CLI003234,DE,REG001816,859742,0,859742,EUR,2023-06-21,pending,Non-Compliant,2023-06-21 00:00:00,
PAY002135,EMP002971,CLI003904,BR,REG002496,752606,0,752606,BRL,2024-02-09,completed,Compliant,2024-02-09 00:00:00,2024-02-09 01:13:01
PAY002136,EMP003929,CLI003548,ZA,REG001401,788063,0,788063,ZAR,2024-12-10,completed,Compliant,2024-12-10 00:00:00,2024-12-10 00:44:29
PAY002137,EMP004256,CLI001244,IN,REG001658,118911,23782,95129,INR,2024-04-23,failed,Non-Compliant,2024-04-23 00:00:00,
PAY002138,EMP001976,CLI003491,AU,REG001162,650762,247290,403472,AUD,2024-01-01,completed,Compliant,2024-01-01 00:00:00,2024-01-01 00:39:51
PAY002139,EMP006232,CLI000191,FR,REG000976,379557,0,379557,EUR,2024-09-02,completed,Compliant,2024-09-02 00:00:00,2024-09-02 01:01:19
PAY002140,EMP003425,CLI002739,IN,REG000522,955696,133797,821899,INR,2025-02-02,pending,Non-Compliant,2025-02-02 00:00:00,
PAY002141,EMP001804,CLI002637,IN,REG002426,852724,213181,639543,INR,2024-09-11,completed,Compliant,2024-09-11 00:00:00,2024-09-11 01:36:07
PAY002142,EMP001669,CLI004020,UK,REG001487,588855,135437,453418,GBP,2024-08-03,completed,Compliant,2024-08-03 00:00:00,2024-08-03 00:06:00
PAY002143,EMP005810,CLI001220,JP,REG002957,671451,0,671451,JPY,2025-05-22,completed,Compliant,2025-05-22 00:00:00,2025-05-22 01:40:52
PAY002144,EMP004741,CLI003095,DE,REG001006,941098,0,941098,EUR,2024-01-13,completed,Compliant,2024-01-13 00:00:00,2024-01-13 01:37:33
PAY002145,EMP000912,CLI000413,JP,REG002040,531103,0,531103,JPY,2025-05-16,completed,Compliant,2025-05-16 00:00:00,2025-05-16 01:43:53
PAY002146,EMP003537,CLI003550,BR,REG002066,457577,50333,407244,BRL,2025-01-06,completed,Compliant,2025-01-06 00:00:00,2025-01-06 00:12:13
PAY002147,EMP006941,CLI000970,CA,REG002229,398495,0,398495,CAD,2025-03-08,completed,Compliant,2025-03-08 00:00:00,2025-03-08 00:12:41
PAY002148,EMP000979,CLI003844,FR,REG002344,855868,239643,616225,EUR,2025-04-06,failed,Non-Compliant,2025-04-06 00:00:00,
PAY002149,EMP003629,CLI000851,ZA,REG002869,707260,0,707260,ZAR,2024-08-24,pending,Non-Compliant,2024-08-24 00:00:00,
PAY002150,EMP004869,CLI004650,IN,REG001474,498848,0,498848,INR,2023-10-24,pending,Non-Compliant,2023-10-24 00:00:00,
PAY002151,EMP005094,CLI003778,ZA,REG001802,143821,0,143821,ZAR,2024-06-01,failed,Non-Compliant,2024-06-01 00:00:00,
PAY002152,EMP002221,CLI001218,DE,REG002925,844658,0,844658,EUR,2025-03-02,pending,Non-Compliant,2025-03-02 00:00:00,
PAY002153,EMP001225,CLI004014,IN,REG002659,116559,0,116559,INR,2024-10-22,completed,Compliant,2024-10-22 00:00:00,2024-10-22 01:22:19
PAY002154,EMP004432,CLI003705,JP,REG002899,740935,0,740935,JPY,2023-07-10,pending,Non-Compliant,2023-07-10 00:00:00,
PAY002155,EMP006959,CLI004134,AU,REG002996,557597,195159,362438,AUD,2025-02-21,failed,Non-Compliant,2025-02-21 00:00:00,
PAY002156,EMP001254,CLI004350,ZA,REG001268,509742,0,509742,ZAR,2024-06-21,completed,Compliant,2024-06-21 00:00:00,2024-06-21 01:16:53
PAY002157,EMP006068,CLI001449,IN,REG002128,717903,0,717903,INR,2024-12-29,failed,Non-Compliant,2024-12-29 00:00:00,
PAY002158,EMP003661,CLI001919,ZA,REG001227,268656,0,268656,ZAR,2025-02-07,failed,Non-Compliant,2025-02-07 00:00:00,
