regulation_id,country_id,rule_type,description,effective_date,end_date,is_active,tax_rate,compliance_category
REG001700,IN,Minimum Wage,Minimum Wage regulation for India in 2023,2023-08-28,9999-12-31,True,,Labor Law
REG001701,US,Social Security,Social Security regulation for United States in 2023,2023-08-17,9999-12-31,True,0.13,Payroll Reporting
REG001702,US,Payroll Reporting,Payroll Reporting regulation for United States in 2024,2024-04-04,2025-10-11,False,,Labor Law
REG001703,JP,Income Tax,Income Tax regulation for Japan in 2023,2023-06-29,9999-12-31,True,0.36,Payroll Reporting
REG001704,BR,Social Security,Social Security regulation for Brazil in 2024,2024-05-27,2025-07-17,False,0.33,Labor Law
REG001705,BR,Employee Benefits,Employee Benefits regulation for Brazil in 2023,2023-12-16,9999-12-31,True,,Taxation
REG001706,DE,Minimum Wage,Minimum Wage regulation for Germany in 2024,2024-12-15,2026-02-13,False,,Labor Law
REG001707,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2023,2023-09-01,2025-02-08,False,,Labor Law
REG001708,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2024,2024-03-31,9999-12-31,True,,Payroll Reporting
REG001709,AU,Income Tax,Income Tax regulation for Australia in 2025,2025-03-11,9999-12-31,True,0.11,Taxation
REG001710,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2025,2025-02-04,9999-12-31,True,,Taxation
REG001711,UK,Social Security,Social Security regulation for United Kingdom in 2024,2024-08-14,9999-12-31,True,0.16,Payroll Reporting
REG001712,AU,Minimum Wage,Minimum Wage regulation for Australia in 2024,2024-08-03,2025-02-11,False,,Taxation
REG001713,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2025,2025-03-27,9999-12-31,True,,Labor Law
REG001714,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-04-18,2025-01-06,False,,Labor Law
REG001715,US,Social Security,Social Security regulation for United States in 2024,2024-01-03,9999-12-31,True,0.2,Payroll Reporting
REG001716,FR,Income Tax,Income Tax regulation for France in 2024,2024-12-31,2025-09-12,False,0.14,Payroll Reporting
REG001717,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-10-26,2025-07-28,False,0.39,Labor Law
REG001718,JP,Social Security,Social Security regulation for Japan in 2023,2023-10-16,2024-11-12,False,0.17,Labor Law
REG001719,JP,Minimum Wage,Minimum Wage regulation for Japan in 2024,2024-03-28,9999-12-31,True,,Payroll Reporting
REG001720,FR,Overtime Pay,Overtime Pay regulation for France in 2024,2024-12-22,2026-10-08,False,,Payroll Reporting
REG001721,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-12-12,9999-12-31,True,0.22,Taxation
REG001722,CA,Minimum Wage,Minimum Wage regulation for Canada in 2025,2025-01-27,9999-12-31,True,,Payroll Reporting
REG001723,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2024,2024-01-31,2025-03-24,False,,Taxation
REG001724,FR,Social Security,Social Security regulation for France in 2024,2024-06-10,9999-12-31,True,0.17,Taxation
REG001725,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2025,2025-02-10,9999-12-31,True,,Labor Law
REG001726,FR,Minimum Wage,Minimum Wage regulation for France in 2024,2024-11-16,2026-02-09,False,,Labor Law
REG001727,UK,Income Tax,Income Tax regulation for United Kingdom in 2025,2025-01-21,9999-12-31,True,0.19,Labor Law
REG001728,JP,Income Tax,Income Tax regulation for Japan in 2024,2024-07-22,2026-04-12,False,0.32,Taxation
REG001729,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2024,2024-05-01,9999-12-31,True,,Labor Law
REG001730,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-04-30,2025-08-19,False,0.15,Taxation
REG001731,FR,Payroll Reporting,Payroll Reporting regulation for France in 2023,2023-07-07,2024-11-04,False,,Labor Law
REG001732,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-02-06,9999-12-31,True,0.13,Labor Law
REG001733,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-05-10,2025-09-16,False,,Labor Law
REG001734,AU,Minimum Wage,Minimum Wage regulation for Australia in 2024,2024-08-26,2026-04-26,False,,Labor Law
REG001735,FR,Social Security,Social Security regulation for France in 2024,2024-10-25,2025-09-25,False,0.15,Payroll Reporting
REG001736,ZA,Social Security,Social Security regulation for South Africa in 2024,2024-01-03,2025-12-02,False,0.2,Payroll Reporting
REG001737,US,Social Security,Social Security regulation for United States in 2024,2024-07-28,9999-12-31,True,0.28,Labor Law
REG001738,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2024,2024-05-18,2026-01-14,False,,Taxation
REG001739,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-02-18,9999-12-31,True,,Payroll Reporting
REG001740,DE,Income Tax,Income Tax regulation for Germany in 2023,2023-05-29,9999-12-31,True,0.26,Labor Law
REG001741,JP,Overtime Pay,Overtime Pay regulation for Japan in 2023,2023-12-01,9999-12-31,True,,Payroll Reporting
REG001742,FR,Overtime Pay,Overtime Pay regulation for France in 2024,2024-03-01,2025-11-20,False,,Payroll Reporting
REG001743,AU,Overtime Pay,Overtime Pay regulation for Australia in 2023,2023-12-19,9999-12-31,True,,Payroll Reporting
REG001744,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2023,2023-06-07,2024-04-29,False,,Labor Law
REG001745,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2023,2023-08-10,2024-08-12,False,,Payroll Reporting
REG001746,FR,Income Tax,Income Tax regulation for France in 2024,2024-10-29,9999-12-31,True,0.12,Labor Law
REG001747,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2024,2024-01-02,9999-12-31,True,,Taxation
REG001748,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2024,2024-04-09,2025-03-31,False,,Taxation
REG001749,US,Overtime Pay,Overtime Pay regulation for United States in 2024,2024-11-21,9999-12-31,True,,Labor Law
REG001750,BR,Social Security,Social Security regulation for Brazil in 2024,2024-09-07,9999-12-31,True,0.16,Taxation
REG001751,US,Social Security,Social Security regulation for United States in 2024,2024-06-04,9999-12-31,True,0.29,Taxation
REG001752,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-02-16,2024-09-06,False,,Labor Law
REG001753,US,Overtime Pay,Overtime Pay regulation for United States in 2024,2024-06-27,2025-08-13,False,,Payroll Reporting
REG001754,US,Overtime Pay,Overtime Pay regulation for United States in 2024,2024-02-21,2024-12-30,False,,Taxation
REG001755,AU,Overtime Pay,Overtime Pay regulation for Australia in 2023,2023-07-23,2024-12-14,False,,Taxation
REG001756,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2024,2024-03-12,9999-12-31,True,,Taxation
REG001757,JP,Minimum Wage,Minimum Wage regulation for Japan in 2024,2024-02-26,9999-12-31,True,,Labor Law
REG001758,US,Income Tax,Income Tax regulation for United States in 2025,2025-05-01,9999-12-31,True,0.34,Labor Law
REG001759,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2023,2023-06-24,2024-10-10,False,,Payroll Reporting
REG001760,FR,Minimum Wage,Minimum Wage regulation for France in 2024,2024-06-28,9999-12-31,True,,Taxation
REG001761,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2023,2023-12-27,9999-12-31,True,,Labor Law
REG001762,IN,Minimum Wage,Minimum Wage regulation for India in 2023,2023-06-30,2024-11-09,False,,Taxation
REG001763,JP,Income Tax,Income Tax regulation for Japan in 2024,2024-07-25,2025-10-01,False,0.39,Labor Law
REG001764,CA,Social Security,Social Security regulation for Canada in 2024,2024-01-16,2025-06-20,False,0.34,Labor Law
REG001765,JP,Overtime Pay,Overtime Pay regulation for Japan in 2024,2024-07-18,2026-02-24,False,,Taxation
REG001766,IN,Income Tax,Income Tax regulation for India in 2023,2023-06-04,9999-12-31,True,0.32,Taxation
REG001767,IN,Income Tax,Income Tax regulation for India in 2024,2024-02-10,9999-12-31,True,0.37,Labor Law
REG001768,US,Income Tax,Income Tax regulation for United States in 2024,2024-05-07,2025-12-18,False,0.39,Taxation
REG001769,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2024,2024-04-20,9999-12-31,True,,Payroll Reporting
REG001770,FR,Payroll Reporting,Payroll Reporting regulation for France in 2023,2023-07-10,2024-06-17,False,,Payroll Reporting
REG001771,FR,Social Security,Social Security regulation for France in 2024,2024-05-08,9999-12-31,True,0.18,Taxation
REG001772,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2024,2024-06-07,2026-01-26,False,,Taxation
REG001773,ZA,Income Tax,Income Tax regulation for South Africa in 2024,2024-11-25,2026-06-29,False,0.19,Taxation
REG001774,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-01-17,9999-12-31,True,0.16,Taxation
REG001775,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2024,2024-10-25,9999-12-31,True,,Labor Law
REG001776,US,Income Tax,Income Tax regulation for United States in 2024,2024-05-30,2025-02-14,False,0.31,Taxation
REG001777,JP,Overtime Pay,Overtime Pay regulation for Japan in 2024,2024-01-20,2025-06-29,False,,Payroll Reporting
REG001778,UK,Social Security,Social Security regulation for United Kingdom in 2024,2024-06-30,9999-12-31,True,0.14,Taxation
REG001779,US,Income Tax,Income Tax regulation for United States in 2024,2024-01-21,2025-07-23,False,0.19,Labor Law
REG001780,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-05-09,2026-05-01,False,,Labor Law
REG001781,ZA,Social Security,Social Security regulation for South Africa in 2024,2024-06-17,9999-12-31,True,0.12,Labor Law
REG001782,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-01-27,9999-12-31,True,,Labor Law
REG001783,AU,Employee Benefits,Employee Benefits regulation for Australia in 2023,2023-12-07,9999-12-31,True,,Taxation
REG001784,AU,Social Security,Social Security regulation for Australia in 2023,2023-06-12,2025-03-11,False,0.18,Taxation
REG001785,US,Social Security,Social Security regulation for United States in 2025,2025-03-08,9999-12-31,True,0.36,Labor Law
REG001786,US,Overtime Pay,Overtime Pay regulation for United States in 2024,2024-11-08,2026-03-02,False,,Payroll Reporting
REG001787,JP,Social Security,Social Security regulation for Japan in 2023,2023-12-16,9999-12-31,True,0.1,Labor Law
REG001788,JP,Overtime Pay,Overtime Pay regulation for Japan in 2023,2023-09-15,9999-12-31,True,,Taxation
REG001789,JP,Social Security,Social Security regulation for Japan in 2025,2025-05-19,9999-12-31,True,0.22,Payroll Reporting
REG001790,US,Overtime Pay,Overtime Pay regulation for United States in 2024,2024-05-11,9999-12-31,True,,Taxation
REG001791,CA,Minimum Wage,Minimum Wage regulation for Canada in 2025,2025-04-15,9999-12-31,True,,Labor Law
REG001792,ZA,Social Security,Social Security regulation for South Africa in 2024,2024-07-02,9999-12-31,True,0.14,Labor Law
REG001793,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2023,2023-11-18,2025-10-10,False,,Payroll Reporting
REG001794,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2024,2024-08-12,2025-02-15,False,,Taxation
REG001795,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-09-15,9999-12-31,True,0.27,Labor Law
REG001796,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-10-16,9999-12-31,True,,Taxation
REG001797,ZA,Social Security,Social Security regulation for South Africa in 2024,2024-11-12,2025-07-25,False,0.27,Taxation
REG001798,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2024,2024-07-28,9999-12-31,True,,Payroll Reporting
REG001799,AU,Social Security,Social Security regulation for Australia in 2024,2024-02-23,9999-12-31,True,0.17,Taxation
REG001800,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-04-27,9999-12-31,True,,Labor Law
REG001801,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2023,2023-09-07,9999-12-31,True,,Labor Law
REG001802,ZA,Minimum Wage,Minimum Wage regulation for South Africa in 2024,2024-09-25,9999-12-31,True,,Payroll Reporting
REG001803,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2024,2024-12-17,2026-05-11,False,,Taxation
REG001804,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-10-05,9999-12-31,True,,Payroll Reporting
REG001805,FR,Income Tax,Income Tax regulation for France in 2024,2024-09-11,2025-08-25,False,0.39,Labor Law
REG001806,AU,Overtime Pay,Overtime Pay regulation for Australia in 2024,2024-02-07,2024-11-26,False,,Labor Law
REG001807,IN,Minimum Wage,Minimum Wage regulation for India in 2024,2024-12-31,2026-02-27,False,,Payroll Reporting
REG001808,DE,Social Security,Social Security regulation for Germany in 2023,2023-11-04,2024-09-12,False,0.2,Taxation
REG001809,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2025,2025-02-04,9999-12-31,True,,Taxation
REG001810,UK,Social Security,Social Security regulation for United Kingdom in 2023,2023-08-15,2025-06-06,False,0.32,Taxation
REG001811,DE,Employee Benefits,Employee Benefits regulation for Germany in 2023,2023-07-17,2025-05-18,False,,Taxation
REG001812,CA,Minimum Wage,Minimum Wage regulation for Canada in 2023,2023-12-14,9999-12-31,True,,Payroll Reporting
REG001813,CA,Social Security,Social Security regulation for Canada in 2023,2023-09-13,2025-01-16,False,0.29,Labor Law
REG001814,JP,Overtime Pay,Overtime Pay regulation for Japan in 2024,2024-04-22,9999-12-31,True,,Payroll Reporting
REG001815,DE,Minimum Wage,Minimum Wage regulation for Germany in 2024,2024-04-04,2025-01-21,False,,Labor Law
REG001816,DE,Employee Benefits,Employee Benefits regulation for Germany in 2024,2024-06-14,2025-07-27,False,,Payroll Reporting
REG001817,US,Social Security,Social Security regulation for United States in 2025,2025-05-01,9999-12-31,True,0.28,Payroll Reporting
REG001818,US,Social Security,Social Security regulation for United States in 2023,2023-06-12,2025-06-07,False,0.29,Payroll Reporting
REG001819,CA,Social Security,Social Security regulation for Canada in 2025,2025-03-10,9999-12-31,True,0.19,Payroll Reporting
REG001820,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-07-12,9999-12-31,True,0.32,Payroll Reporting
REG001821,CA,Income Tax,Income Tax regulation for Canada in 2023,2023-12-05,9999-12-31,True,0.23,Labor Law
REG001822,FR,Social Security,Social Security regulation for France in 2025,2025-04-21,9999-12-31,True,0.24,Taxation
REG001823,CA,Social Security,Social Security regulation for Canada in 2024,2024-06-24,2026-01-16,False,0.31,Payroll Reporting
REG001824,IN,Social Security,Social Security regulation for India in 2024,2024-10-21,2026-01-11,False,0.28,Taxation
REG001825,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2024,2024-08-24,9999-12-31,True,,Taxation
REG001826,ZA,Income Tax,Income Tax regulation for South Africa in 2023,2023-08-19,2024-04-15,False,0.37,Payroll Reporting
REG001827,AU,Social Security,Social Security regulation for Australia in 2024,2024-10-13,2025-12-14,False,0.13,Payroll Reporting
REG001828,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-12-22,9999-12-31,True,,Taxation
REG001829,DE,Minimum Wage,Minimum Wage regulation for Germany in 2023,2023-10-11,9999-12-31,True,,Labor Law
REG001830,FR,Minimum Wage,Minimum Wage regulation for France in 2024,2024-05-03,2024-11-12,False,,Taxation
REG001831,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2024,2024-05-01,2025-03-05,False,,Payroll Reporting
REG001832,BR,Social Security,Social Security regulation for Brazil in 2024,2024-07-28,2026-07-18,False,0.4,Labor Law
REG001833,FR,Minimum Wage,Minimum Wage regulation for France in 2023,2023-12-19,9999-12-31,True,,Taxation
REG001834,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2024,2024-06-14,9999-12-31,True,,Payroll Reporting
REG001835,AU,Payroll Reporting,Payroll Reporting regulation for Australia in 2023,2023-09-20,2025-05-17,False,,Payroll Reporting
REG001836,FR,Overtime Pay,Overtime Pay regulation for France in 2024,2024-09-01,9999-12-31,True,,Labor Law
REG001837,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2024,2024-08-29,9999-12-31,True,,Taxation
REG001838,IN,Overtime Pay,Overtime Pay regulation for India in 2023,2023-10-27,9999-12-31,True,,Payroll Reporting
REG001839,CA,Overtime Pay,Overtime Pay regulation for Canada in 2023,2023-09-15,9999-12-31,True,,Labor Law
REG001840,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-04-01,9999-12-31,True,0.32,Taxation
REG001841,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2024,2024-10-17,9999-12-31,True,,Payroll Reporting
REG001842,US,Employee Benefits,Employee Benefits regulation for United States in 2023,2023-07-03,9999-12-31,True,,Labor Law
REG001843,CA,Overtime Pay,Overtime Pay regulation for Canada in 2023,2023-10-31,2024-07-06,False,,Payroll Reporting
REG001844,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-07-05,9999-12-31,True,,Labor Law
REG001845,JP,Overtime Pay,Overtime Pay regulation for Japan in 2023,2023-12-21,9999-12-31,True,,Payroll Reporting
REG001846,AU,Minimum Wage,Minimum Wage regulation for Australia in 2024,2024-02-28,2024-10-18,False,,Payroll Reporting
REG001847,CA,Social Security,Social Security regulation for Canada in 2025,2025-01-18,9999-12-31,True,0.29,Taxation
REG001848,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2024,2024-01-05,2024-11-27,False,,Payroll Reporting
REG001849,US,Employee Benefits,Employee Benefits regulation for United States in 2025,2025-02-12,9999-12-31,True,,Labor Law
REG001850,FR,Minimum Wage,Minimum Wage regulation for France in 2024,2024-07-05,2025-08-19,False,,Payroll Reporting
REG001851,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2024,2024-07-31,9999-12-31,True,,Payroll Reporting
REG001852,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2023,2023-06-13,9999-12-31,True,,Labor Law
REG001853,AU,Social Security,Social Security regulation for Australia in 2025,2025-01-19,9999-12-31,True,0.32,Payroll Reporting
REG001854,ZA,Social Security,Social Security regulation for South Africa in 2023,2023-09-26,2024-09-18,False,0.25,Payroll Reporting
REG001855,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2025,2025-04-06,9999-12-31,True,,Labor Law
REG001856,BR,Social Security,Social Security regulation for Brazil in 2023,2023-10-11,9999-12-31,True,0.37,Taxation
REG001857,US,Overtime Pay,Overtime Pay regulation for United States in 2023,2023-06-09,9999-12-31,True,,Labor Law
REG001858,AU,Social Security,Social Security regulation for Australia in 2023,2023-08-05,9999-12-31,True,0.12,Taxation
REG001859,DE,Minimum Wage,Minimum Wage regulation for Germany in 2024,2024-06-12,9999-12-31,True,,Taxation
REG001860,IN,Minimum Wage,Minimum Wage regulation for India in 2024,2024-08-01,2025-10-14,False,,Taxation
REG001861,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2024,2024-11-20,2025-11-30,False,,Payroll Reporting
REG001862,FR,Social Security,Social Security regulation for France in 2024,2024-04-29,9999-12-31,True,0.17,Labor Law
REG001863,US,Minimum Wage,Minimum Wage regulation for United States in 2025,2025-05-23,9999-12-31,True,,Taxation
REG001864,DE,Income Tax,Income Tax regulation for Germany in 2023,2023-11-13,9999-12-31,True,0.17,Taxation
REG001865,AU,Income Tax,Income Tax regulation for Australia in 2025,2025-05-17,9999-12-31,True,0.35,Labor Law
REG001866,UK,Minimum Wage,Minimum Wage regulation for United Kingdom in 2023,2023-10-07,2025-03-02,False,,Payroll Reporting
REG001867,FR,Income Tax,Income Tax regulation for France in 2024,2024-08-27,2025-04-17,False,0.18,Taxation
REG001868,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-11-29,2026-04-05,False,,Taxation
REG001869,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2024,2024-07-13,9999-12-31,True,,Labor Law
REG001870,AU,Income Tax,Income Tax regulation for Australia in 2024,2024-11-30,9999-12-31,True,0.2,Payroll Reporting
REG001871,US,Overtime Pay,Overtime Pay regulation for United States in 2023,2023-07-23,9999-12-31,True,,Payroll Reporting
REG001872,UK,Social Security,Social Security regulation for United Kingdom in 2024,2024-07-24,2025-02-10,False,0.2,Payroll Reporting
REG001873,BR,Employee Benefits,Employee Benefits regulation for Brazil in 2023,2023-06-18,2024-08-31,False,,Taxation
REG001874,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2024,2024-10-04,2025-07-23,False,,Labor Law
REG001875,FR,Minimum Wage,Minimum Wage regulation for France in 2023,2023-10-05,2025-08-23,False,,Taxation
REG001876,DE,Overtime Pay,Overtime Pay regulation for Germany in 2025,2025-05-14,9999-12-31,True,,Taxation
REG001877,IN,Payroll Reporting,Payroll Reporting regulation for India in 2024,2024-06-13,9999-12-31,True,,Labor Law
REG001878,DE,Social Security,Social Security regulation for Germany in 2023,2023-06-17,9999-12-31,True,0.35,Labor Law
REG001879,UK,Employee Benefits,Employee Benefits regulation for United Kingdom in 2023,2023-07-12,2024-05-24,False,,Taxation
REG001880,JP,Employee Benefits,Employee Benefits regulation for Japan in 2024,2024-06-01,2026-02-13,False,,Taxation
REG001881,AU,Social Security,Social Security regulation for Australia in 2023,2023-11-28,9999-12-31,True,0.36,Taxation
REG001882,FR,Overtime Pay,Overtime Pay regulation for France in 2024,2024-08-07,9999-12-31,True,,Labor Law
REG001883,US,Minimum Wage,Minimum Wage regulation for United States in 2025,2025-05-22,9999-12-31,True,,Taxation
REG001884,US,Minimum Wage,Minimum Wage regulation for United States in 2024,2024-11-11,2026-10-04,False,,Labor Law
REG001885,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2023,2023-08-24,2025-06-05,False,,Taxation
REG001886,CA,Social Security,Social Security regulation for Canada in 2024,2024-07-04,9999-12-31,True,0.31,Labor Law
REG001887,US,Payroll Reporting,Payroll Reporting regulation for United States in 2023,2023-09-08,9999-12-31,True,,Payroll Reporting
REG001888,ZA,Income Tax,Income Tax regulation for South Africa in 2024,2024-09-17,9999-12-31,True,0.11,Labor Law
REG001889,DE,Employee Benefits,Employee Benefits regulation for Germany in 2024,2024-06-02,9999-12-31,True,,Taxation
REG001890,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2024,2024-10-16,9999-12-31,True,,Labor Law
REG001891,JP,Payroll Reporting,Payroll Reporting regulation for Japan in 2024,2024-07-22,9999-12-31,True,,Payroll Reporting
REG001892,ZA,Social Security,Social Security regulation for South Africa in 2024,2024-10-06,9999-12-31,True,0.18,Labor Law
REG001893,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2023,2023-08-13,9999-12-31,True,,Payroll Reporting
REG001894,JP,Income Tax,Income Tax regulation for Japan in 2025,2025-04-16,9999-12-31,True,0.22,Payroll Reporting
REG001895,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-05-18,2025-02-12,False,,Payroll Reporting
REG001896,AU,Overtime Pay,Overtime Pay regulation for Australia in 2024,2024-08-05,9999-12-31,True,,Labor Law
REG001897,US,Employee Benefits,Employee Benefits regulation for United States in 2025,2025-01-26,9999-12-31,True,,Payroll Reporting
REG001898,DE,Minimum Wage,Minimum Wage regulation for Germany in 2024,2024-06-07,2026-06-06,False,,Taxation
REG001899,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-09-13,9999-12-31,True,,Payroll Reporting
REG001900,US,Income Tax,Income Tax regulation for United States in 2023,2023-12-09,2024-11-12,False,0.31,Taxation
REG001901,US,Employee Benefits,Employee Benefits regulation for United States in 2023,2023-12-05,9999-12-31,True,,Payroll Reporting
REG001902,CA,Overtime Pay,Overtime Pay regulation for Canada in 2025,2025-02-06,9999-12-31,True,,Taxation
REG001903,BR,Overtime Pay,Overtime Pay regulation for Brazil in 2024,2024-08-29,9999-12-31,True,,Labor Law
REG001904,DE,Minimum Wage,Minimum Wage regulation for Germany in 2024,2024-08-14,9999-12-31,True,,Labor Law
REG001905,JP,Social Security,Social Security regulation for Japan in 2024,2024-09-21,9999-12-31,True,0.39,Taxation
REG001906,US,Overtime Pay,Overtime Pay regulation for United States in 2023,2023-09-09,2025-08-21,False,,Payroll Reporting
REG001907,ZA,Employee Benefits,Employee Benefits regulation for South Africa in 2024,2024-06-23,2025-04-04,False,,Payroll Reporting
REG001908,CA,Minimum Wage,Minimum Wage regulation for Canada in 2024,2024-08-16,2025-09-09,False,,Labor Law
REG001909,FR,Income Tax,Income Tax regulation for France in 2025,2025-02-15,9999-12-31,True,0.18,Labor Law
REG001910,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2023,2023-12-26,9999-12-31,True,,Labor Law
REG001911,DE,Payroll Reporting,Payroll Reporting regulation for Germany in 2023,2023-12-01,2025-09-01,False,,Labor Law
REG001912,UK,Payroll Reporting,Payroll Reporting regulation for United Kingdom in 2024,2024-08-02,2026-06-16,False,,Taxation
REG001913,UK,Overtime Pay,Overtime Pay regulation for United Kingdom in 2024,2024-11-02,2026-04-28,False,,Labor Law
REG001914,US,Minimum Wage,Minimum Wage regulation for United States in 2023,2023-10-05,2025-05-18,False,,Taxation
REG001915,CA,Social Security,Social Security regulation for Canada in 2024,2024-03-26,9999-12-31,True,0.25,Payroll Reporting
REG001916,FR,Social Security,Social Security regulation for France in 2023,2023-11-18,9999-12-31,True,0.1,Taxation
REG001917,IN,Minimum Wage,Minimum Wage regulation for India in 2025,2025-04-28,9999-12-31,True,,Payroll Reporting
REG001918,AU,Overtime Pay,Overtime Pay regulation for Australia in 2024,2024-12-06,2026-01-09,False,,Taxation
REG001919,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-01-25,2025-11-28,False,,Taxation
REG001920,US,Employee Benefits,Employee Benefits regulation for United States in 2023,2023-10-07,9999-12-31,True,,Taxation
REG001921,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-10-05,2025-07-22,False,,Payroll Reporting
REG001922,IN,Overtime Pay,Overtime Pay regulation for India in 2023,2023-08-10,9999-12-31,True,,Labor Law
REG001923,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2023,2023-08-29,2024-07-31,False,,Taxation
REG001924,UK,Social Security,Social Security regulation for United Kingdom in 2024,2024-05-31,2025-01-24,False,0.14,Labor Law
REG001925,CA,Minimum Wage,Minimum Wage regulation for Canada in 2023,2023-07-24,2024-02-13,False,,Payroll Reporting
REG001926,US,Minimum Wage,Minimum Wage regulation for United States in 2024,2024-10-11,2025-05-11,False,,Payroll Reporting
REG001927,US,Employee Benefits,Employee Benefits regulation for United States in 2023,2023-07-08,9999-12-31,True,,Payroll Reporting
REG001928,FR,Overtime Pay,Overtime Pay regulation for France in 2024,2024-03-04,2025-04-30,False,,Payroll Reporting
REG001929,JP,Overtime Pay,Overtime Pay regulation for Japan in 2023,2023-09-10,9999-12-31,True,,Labor Law
REG001930,DE,Income Tax,Income Tax regulation for Germany in 2024,2024-05-18,2025-06-21,False,0.1,Labor Law
REG001931,BR,Payroll Reporting,Payroll Reporting regulation for Brazil in 2024,2024-01-13,9999-12-31,True,,Payroll Reporting
REG001932,US,Income Tax,Income Tax regulation for United States in 2024,2024-06-27,9999-12-31,True,0.27,Labor Law
REG001933,BR,Minimum Wage,Minimum Wage regulation for Brazil in 2023,2023-07-19,9999-12-31,True,,Payroll Reporting
REG001934,CA,Payroll Reporting,Payroll Reporting regulation for Canada in 2024,2024-06-12,9999-12-31,True,,Taxation
REG001935,FR,Employee Benefits,Employee Benefits regulation for France in 2024,2024-08-19,2025-06-03,False,,Labor Law
REG001936,ZA,Payroll Reporting,Payroll Reporting regulation for South Africa in 2023,2023-11-20,2025-04-04,False,,Labor Law
REG001937,DE,Overtime Pay,Overtime Pay regulation for Germany in 2024,2024-02-09,9999-12-31,True,,Payroll Reporting
REG001938,ZA,Overtime Pay,Overtime Pay regulation for South Africa in 2024,2024-03-19,9999-12-31,True,,Labor Law
