audit_id,employee_id,regulation_id,check_date,result,violation_details
AUD000837,EMP005783,REG002141,2024-04-07,pass,
AUD000838,EMP003799,REG000721,2025-01-15,pass,
AUD000839,EMP002736,REG000780,2024-10-25,fail,Violation in Minimum Wage
AUD000840,EMP002214,REG001046,2024-05-25,fail,Violation in Employee Benefits
AUD000841,EMP000730,REG000593,2024-06-26,pass,
AUD000842,EMP006931,REG002740,2025-03-14,fail,Violation in Payroll Reporting
AUD000843,EMP000473,REG001632,2023-12-12,fail,Violation in Income Tax
AUD000844,EMP000840,REG002164,2023-08-10,pass,
AUD000845,EMP006860,REG002860,2023-08-21,fail,Violation in Employee Benefits
AUD000846,EMP004075,REG002139,2024-08-24,fail,Violation in Social Security
AUD000847,EMP004126,REG002618,2024-06-18,pass,
AUD000848,EMP006049,REG000249,2024-08-16,fail,Violation in Overtime Pay
AUD000849,EMP002088,REG002010,2024-02-23,pass,
AUD000850,EMP002186,REG001781,2024-11-01,fail,Violation in Social Security
AUD000851,EMP004214,REG001440,2024-02-10,fail,Violation in Overtime Pay
AUD000852,EMP003317,REG000237,2025-05-05,pass,
AUD000853,EMP003560,REG002260,2024-12-25,fail,Violation in Payroll Reporting
AUD000854,EMP004537,REG002080,2024-07-11,fail,Violation in Income Tax
AUD000855,EMP006431,REG002379,2024-02-17,fail,Violation in Minimum Wage
AUD000856,EMP001890,REG000688,2023-06-01,fail,Violation in Minimum Wage
AUD000857,EMP005063,REG002291,2024-01-21,fail,Violation in Employee Benefits
AUD000858,EMP006544,REG001016,2023-08-11,pass,
AUD000859,EMP000337,REG001152,2024-03-08,fail,Violation in Minimum Wage
AUD000860,EMP000621,REG001038,2023-10-22,pass,
AUD000861,EMP003097,REG000094,2024-10-25,pass,
AUD000862,EMP006427,REG002066,2023-07-02,pass,
AUD000863,EMP005180,REG001821,2024-05-01,fail,Violation in Income Tax
AUD000864,EMP005260,REG001358,2024-06-07,pass,
AUD000865,EMP006878,REG000980,2023-12-14,fail,Violation in Employee Benefits
AUD000866,EMP004383,REG001028,2024-01-25,fail,Violation in Employee Benefits
AUD000867,EMP006033,REG002775,2025-03-01,pass,
AUD000868,EMP005525,REG001221,2025-04-21,fail,Violation in Employee Benefits
AUD000869,EMP000651,REG002566,2024-12-31,pass,
AUD000870,EMP004504,REG002329,2025-04-18,fail,Violation in Overtime Pay
AUD000871,EMP004408,REG002888,2024-02-03,pass,
AUD000872,EMP003736,REG001354,2024-06-27,fail,Violation in Minimum Wage
AUD000873,EMP006413,REG000617,2024-10-28,pass,
AUD000874,EMP000322,REG001256,2024-02-08,fail,Violation in Income Tax
AUD000875,EMP002767,REG001768,2023-07-06,fail,Violation in Income Tax
AUD000876,EMP003095,REG001631,2024-05-19,fail,Violation in Income Tax
AUD000877,EMP003193,REG001127,2025-04-15,fail,Violation in Social Security
AUD000878,EMP006137,REG001035,2023-12-30,fail,Violation in Income Tax
AUD000879,EMP001597,REG002680,2024-06-24,pass,
AUD000880,EMP001710,REG000783,2024-08-09,pass,
AUD000881,EMP001441,REG001035,2024-02-02,pass,
AUD000882,EMP002327,REG000879,2024-04-02,pass,
AUD000883,EMP000464,REG001183,2024-06-19,fail,Violation in Payroll Reporting
AUD000884,EMP004869,REG002922,2024-11-03,pass,
AUD000885,EMP000251,REG001763,2024-03-18,fail,Violation in Income Tax
AUD000886,EMP004610,REG001071,2024-09-30,fail,Violation in Social Security
AUD000887,EMP005923,REG000226,2025-01-28,pass,
AUD000888,EMP001428,REG001122,2024-08-27,pass,
AUD000889,EMP002745,REG002100,2023-08-13,pass,
AUD000890,EMP006063,REG002356,2024-04-13,fail,Violation in Minimum Wage
AUD000891,EMP005802,REG001778,2024-04-07,pass,
AUD000892,EMP000661,REG001068,2025-01-10,pass,
AUD000893,EMP004830,REG000649,2024-10-07,pass,
AUD000894,EMP000197,REG000273,2023-06-15,pass,
AUD000895,EMP001713,REG002428,2024-05-05,pass,
AUD000896,EMP006096,REG001696,2024-06-30,fail,Violation in Income Tax
AUD000897,EMP003885,REG001386,2023-12-01,pass,
AUD000898,EMP005423,REG001880,2024-04-06,pass,
AUD000899,EMP005931,REG002197,2023-07-05,fail,Violation in Employee Benefits
AUD000900,EMP004930,REG000447,2023-07-07,pass,
AUD000901,EMP001850,REG000774,2024-08-05,pass,
AUD000902,EMP001608,REG001985,2024-12-12,fail,Violation in Income Tax
AUD000903,EMP006132,REG001536,2025-01-02,pass,
AUD000904,EMP004473,REG000730,2024-10-23,fail,Violation in Overtime Pay
AUD000905,EMP004595,REG001134,2023-11-30,pass,
AUD000906,EMP001954,REG002908,2024-12-02,pass,
AUD000907,EMP005633,REG000086,2024-02-29,pass,
AUD000908,EMP002045,REG001197,2025-02-25,pass,
AUD000909,EMP003552,REG002184,2023-06-27,pass,
AUD000910,EMP005758,REG002045,2025-02-26,pass,
AUD000911,EMP002450,REG000344,2023-07-30,fail,Violation in Overtime Pay
AUD000912,EMP004087,REG002236,2023-11-21,pass,
AUD000913,EMP004962,REG001703,2024-04-12,fail,Violation in Income Tax
AUD000914,EMP003445,REG000455,2023-09-23,fail,Violation in Minimum Wage
AUD000915,EMP004390,REG000580,2025-01-17,pass,
AUD000916,EMP005285,REG000464,2024-10-22,pass,
AUD000917,EMP003260,REG002940,2024-06-19,fail,Violation in Minimum Wage
AUD000918,EMP005418,REG000763,2023-06-06,pass,
AUD000919,EMP001344,REG001154,2024-08-23,pass,
AUD000920,EMP006082,REG002462,2023-06-16,fail,Violation in Payroll Reporting
AUD000921,EMP005847,REG002701,2024-02-05,pass,
AUD000922,EMP005277,REG000794,2024-05-20,pass,
AUD000923,EMP000526,REG000211,2024-10-06,pass,
AUD000924,EMP000058,REG002225,2024-06-28,pass,
AUD000925,EMP001881,REG000683,2024-12-11,pass,
AUD000926,EMP005356,REG002627,2023-10-05,fail,Violation in Employee Benefits
AUD000927,EMP006065,REG002106,2024-12-18,pass,
AUD000928,EMP006561,REG000141,2024-05-04,pass,
AUD000929,EMP005119,REG001611,2023-08-01,fail,Violation in Social Security
AUD000930,EMP001012,REG000023,2023-09-08,pass,
AUD000931,EMP002515,REG001583,2023-08-07,fail,Violation in Social Security
AUD000932,EMP001240,REG001646,2024-07-11,pass,
AUD000933,EMP003979,REG001404,2023-10-26,pass,
AUD000934,EMP002184,REG002758,2024-10-26,fail,Violation in Employee Benefits
AUD000935,EMP000754,REG002310,2024-04-17,fail,Violation in Income Tax
AUD000936,EMP004496,REG001270,2023-12-19,fail,Violation in Overtime Pay
AUD000937,EMP006133,REG002510,2024-05-08,pass,
AUD000938,EMP001272,REG001016,2023-06-09,pass,
AUD000939,EMP004152,REG000841,2024-07-05,pass,
AUD000940,EMP000452,REG002878,2025-02-24,pass,
AUD000941,EMP003065,REG002494,2023-12-19,pass,
AUD000942,EMP004892,REG000500,2023-09-21,pass,
AUD000943,EMP002393,REG001163,2024-01-26,fail,Violation in Overtime Pay
AUD000944,EMP006301,REG002757,2024-11-26,pass,
AUD000945,EMP001964,REG001434,2024-07-01,pass,
AUD000946,EMP000230,REG000775,2024-12-02,fail,Violation in Minimum Wage
AUD000947,EMP001182,REG001602,2024-06-15,pass,
AUD000948,EMP002638,REG002041,2023-07-10,pass,
AUD000949,EMP000871,REG000321,2023-05-30,fail,Violation in Income Tax
AUD000950,EMP006247,REG000779,2023-07-14,fail,Violation in Overtime Pay
AUD000951,EMP006877,REG002726,2023-10-18,fail,Violation in Minimum Wage
AUD000952,EMP002306,REG000265,2025-03-17,fail,Violation in Social Security
AUD000953,EMP006498,REG002250,2023-07-27,fail,Violation in Employee Benefits
AUD000954,EMP006831,REG002834,2024-05-12,fail,Violation in Minimum Wage
AUD000955,EMP000716,REG002480,2024-08-08,fail,Violation in Payroll Reporting
AUD000956,EMP005191,REG002634,2025-02-06,fail,Violation in Social Security
AUD000957,EMP005750,REG000940,2025-05-05,fail,Violation in Social Security
AUD000958,EMP001026,REG000100,2023-09-13,fail,Violation in Payroll Reporting
AUD000959,EMP001393,REG002838,2023-06-27,fail,Violation in Income Tax
AUD000960,EMP003006,REG002649,2023-12-28,pass,
AUD000961,EMP000475,REG000469,2025-02-14,fail,Violation in Income Tax
AUD000962,EMP000519,REG000245,2024-10-15,pass,
AUD000963,EMP004318,REG000757,2024-10-24,fail,Violation in Overtime Pay
AUD000964,EMP004852,REG000916,2024-11-02,pass,
AUD000965,EMP000387,REG001902,2025-02-13,fail,Violation in Overtime Pay
AUD000966,EMP000792,REG000577,2025-04-20,fail,Violation in Employee Benefits
AUD000967,EMP003387,REG000988,2024-12-21,fail,Violation in Minimum Wage
AUD000968,EMP000973,REG001574,2024-01-16,pass,
AUD000969,EMP006505,REG002397,2023-10-28,pass,
AUD000970,EMP000344,REG001526,2024-01-10,fail,Violation in Employee Benefits
AUD000971,EMP000201,REG001723,2023-10-25,fail,Violation in Employee Benefits
AUD000972,EMP003431,REG000172,2024-10-23,fail,Violation in Overtime Pay
AUD000973,EMP006906,REG000227,2025-04-14,fail,Violation in Overtime Pay
AUD000974,EMP005269,REG001900,2023-11-27,pass,
AUD000975,EMP003888,REG000080,2023-10-15,fail,Violation in Payroll Reporting
AUD000976,EMP001030,REG000256,2024-06-29,fail,Violation in Payroll Reporting
AUD000977,EMP003926,REG001138,2024-04-16,pass,
AUD000978,EMP004290,REG002517,2025-05-13,fail,Violation in Minimum Wage
AUD000979,EMP002715,REG000732,2024-11-27,fail,Violation in Payroll Reporting
AUD000980,EMP001837,REG000861,2024-09-25,pass,
AUD000981,EMP006130,REG002923,2025-03-23,fail,Violation in Overtime Pay
AUD000982,EMP002421,REG000657,2025-05-06,pass,
AUD000983,EMP001890,REG000996,2025-02-15,fail,Violation in Employee Benefits
AUD000984,EMP004521,REG000283,2023-07-24,pass,
AUD000985,EMP005597,REG000404,2024-02-23,pass,
AUD000986,EMP001767,REG002306,2024-01-31,fail,Violation in Minimum Wage
AUD000987,EMP000123,REG000135,2024-08-22,pass,
AUD000988,EMP001955,REG001147,2024-07-03,fail,Violation in Income Tax
AUD000989,EMP004445,REG000690,2024-02-12,pass,
AUD000990,EMP002708,REG000136,2024-07-09,fail,Violation in Employee Benefits
AUD000991,EMP001424,REG002381,2023-05-30,fail,Violation in Overtime Pay
AUD000992,EMP005482,REG000448,2023-09-13,fail,Violation in Social Security
AUD000993,EMP003877,REG000305,2025-03-03,pass,
AUD000994,EMP001370,REG002830,2023-06-24,fail,Violation in Overtime Pay
AUD000995,EMP006986,REG000164,2024-01-17,fail,Violation in Overtime Pay
AUD000996,EMP000784,REG001924,2023-08-23,pass,
AUD000997,EMP002552,REG001093,2024-04-03,fail,Violation in Social Security
AUD000998,EMP006874,REG001459,2025-04-05,pass,
AUD000999,EMP006624,REG001765,2023-08-09,pass,
AUD001000,EMP005858,REG002363,2023-09-18,pass,
AUD001001,EMP006886,REG001513,2025-03-02,fail,Violation in Overtime Pay
AUD001002,EMP005442,REG001610,2023-06-08,fail,Violation in Employee Benefits
AUD001003,EMP005973,REG001702,2024-07-05,fail,Violation in Payroll Reporting
AUD001004,EMP005129,REG001753,2023-08-22,pass,
AUD001005,EMP001604,REG001355,2024-12-31,pass,
AUD001006,EMP002230,REG000083,2024-04-14,pass,
AUD001007,EMP000361,REG001714,2024-10-31,pass,
AUD001008,EMP004103,REG000612,2024-05-10,fail,Violation in Minimum Wage
AUD001009,EMP005428,REG002433,2025-02-16,fail,Violation in Income Tax
AUD001010,EMP001934,REG001731,2023-10-23,pass,
AUD001011,EMP003521,REG000732,2024-01-02,pass,
AUD001012,EMP002954,REG002791,2024-03-31,pass,
AUD001013,EMP006010,REG002884,2023-09-15,fail,Violation in Social Security
AUD001014,EMP005015,REG000352,2023-06-10,fail,Violation in Payroll Reporting
AUD001015,EMP006337,REG001201,2023-11-26,fail,Violation in Minimum Wage
AUD001016,EMP001604,REG001378,2023-07-11,pass,
AUD001017,EMP000550,REG000852,2024-11-20,pass,
AUD001018,EMP005711,REG002770,2023-08-13,fail,Violation in Income Tax
AUD001019,EMP006071,REG001917,2024-02-08,fail,Violation in Minimum Wage
AUD001020,EMP003301,REG001704,2023-11-29,pass,
AUD001021,EMP001280,REG000715,2024-04-04,pass,
AUD001022,EMP005230,REG002734,2023-06-14,pass,
AUD001023,EMP003065,REG001130,2024-05-31,fail,Violation in Minimum Wage
AUD001024,EMP006188,REG002469,2024-01-30,pass,
AUD001025,EMP003685,REG001872,2024-05-12,pass,
AUD001026,EMP001739,REG001019,2023-09-04,fail,Violation in Income Tax
AUD001027,EMP003245,REG001595,2023-10-13,pass,
AUD001028,EMP004474,REG000950,2024-03-28,fail,Violation in Payroll Reporting
AUD001029,EMP004867,REG000535,2023-11-10,fail,Violation in Overtime Pay
AUD001030,EMP003561,REG000555,2024-10-29,pass,
AUD001031,EMP000365,REG000607,2024-05-29,fail,Violation in Income Tax
AUD001032,EMP000332,REG002582,2025-04-25,pass,
AUD001033,EMP002249,REG000131,2024-01-22,pass,
AUD001034,EMP003684,REG002428,2025-03-05,pass,
AUD001035,EMP006566,REG002191,2024-02-14,pass,
AUD001036,EMP000819,REG000147,2023-08-13,pass,
AUD001037,EMP006352,REG000593,2024-04-02,fail,Violation in Social Security
AUD001038,EMP006595,REG001161,2024-12-23,fail,Violation in Income Tax
AUD001039,EMP006818,REG002862,2025-02-25,fail,Violation in Social Security
AUD001040,EMP001662,REG000905,2025-04-29,pass,
AUD001041,EMP003015,REG001774,2023-06-06,pass,
AUD001042,EMP005329,REG001438,2025-01-05,fail,Violation in Minimum Wage
AUD001043,EMP002625,REG001234,2023-07-25,pass,
AUD001044,EMP004049,REG001905,2024-06-16,pass,
AUD001045,EMP006694,REG002819,2024-08-27,fail,Violation in Payroll Reporting
AUD001046,EMP000819,REG000908,2024-10-02,pass,
AUD001047,EMP002092,REG000094,2023-11-03,pass,
AUD001048,EMP000269,REG000699,2023-11-20,fail,Violation in Social Security
AUD001049,EMP004701,REG000998,2025-01-09,fail,Violation in Income Tax
AUD001050,EMP006874,REG001710,2024-03-28,pass,
AUD001051,EMP004366,REG001110,2024-03-30,fail,Violation in Minimum Wage
AUD001052,EMP000313,REG000262,2023-11-13,pass,
AUD001053,EMP001190,REG002715,2024-04-28,fail,Violation in Employee Benefits
AUD001054,EMP006114,REG001290,2024-12-30,pass,
AUD001055,EMP005496,REG002733,2025-01-17,fail,Violation in Income Tax
AUD001056,EMP003047,REG002332,2025-05-23,fail,Violation in Minimum Wage
AUD001057,EMP001117,REG001173,2024-09-05,fail,Violation in Payroll Reporting
AUD001058,EMP000664,REG002949,2023-09-22,pass,
AUD001059,EMP005796,REG000986,2025-02-14,fail,Violation in Employee Benefits
AUD001060,EMP002546,REG000902,2024-04-19,pass,
AUD001061,EMP005209,REG001401,2024-01-12,pass,
AUD001062,EMP004362,REG002846,2024-04-18,fail,Violation in Social Security
AUD001063,EMP000595,REG001902,2024-06-22,pass,
AUD001064,EMP005811,REG001359,2023-07-24,fail,Violation in Employee Benefits
AUD001065,EMP004023,REG002566,2024-06-09,pass,
AUD001066,EMP003972,REG002243,2025-03-15,pass,
AUD001067,EMP005059,REG000827,2023-09-29,pass,
AUD001068,EMP002833,REG002095,2023-08-28,pass,
AUD001069,EMP006846,REG001733,2024-09-08,fail,Violation in Overtime Pay
AUD001070,EMP000045,REG001240,2024-02-22,fail,Violation in Social Security
AUD001071,EMP005866,REG000980,2024-04-19,pass,
AUD001072,EMP000090,REG001362,2024-04-15,pass,
AUD001073,EMP002049,REG001425,2024-12-06,pass,
AUD001074,EMP002962,REG002771,2024-06-06,pass,
AUD001075,EMP005657,REG001969,2024-09-07,fail,Violation in Income Tax
AUD001076,EMP002397,REG001388,2023-07-13,pass,
AUD001077,EMP001958,REG002346,2023-10-13,pass,
AUD001078,EMP000912,REG001539,2025-04-21,pass,
AUD001079,EMP001169,REG000084,2023-09-25,pass,
AUD001080,EMP000164,REG000256,2024-07-22,pass,
AUD001081,EMP006479,REG000042,2025-01-22,pass,
AUD001082,EMP004974,REG000542,2023-10-22,pass,
AUD001083,EMP000951,REG001758,2025-01-14,pass,
AUD001084,EMP004026,REG001687,2024-01-27,fail,Violation in Income Tax
AUD001085,EMP004678,REG002600,2024-02-11,fail,Violation in Minimum Wage
AUD001086,EMP001378,REG000389,2023-12-08,fail,Violation in Social Security
AUD001087,EMP001760,REG001283,2025-01-05,fail,Violation in Employee Benefits
AUD001088,EMP006057,REG001361,2024-05-15,pass,
AUD001089,EMP000486,REG001615,2025-04-03,pass,
AUD001090,EMP002467,REG001325,2023-11-10,fail,Violation in Minimum Wage
AUD001091,EMP002757,REG001832,2024-12-18,pass,
AUD001092,EMP006494,REG002564,2024-12-25,pass,
AUD001093,EMP001877,REG002981,2024-01-03,pass,
AUD001094,EMP004327,REG002580,2024-02-09,pass,
AUD001095,EMP003228,REG000395,2024-02-08,pass,
AUD001096,EMP003745,REG000432,2025-02-26,fail,Violation in Employee Benefits
AUD001097,EMP005604,REG002564,2024-08-24,pass,
AUD001098,EMP004018,REG001049,2024-10-22,pass,
AUD001099,EMP003969,REG000644,2025-03-13,fail,Violation in Income Tax
AUD001100,EMP003119,REG001155,2024-05-28,fail,Violation in Overtime Pay
AUD001101,EMP002811,REG001516,2024-10-28,pass,
AUD001102,EMP004374,REG001550,2023-07-14,fail,Violation in Minimum Wage
AUD001103,EMP006674,REG002477,2024-12-30,fail,Violation in Overtime Pay
AUD001104,EMP001758,REG002938,2023-12-06,fail,Violation in Employee Benefits
AUD001105,EMP001451,REG000264,2024-09-04,pass,
AUD001106,EMP001366,REG000914,2024-02-01,pass,
AUD001107,EMP006261,REG000786,2023-11-02,pass,
AUD001108,EMP003944,REG000299,2024-08-19,fail,Violation in Minimum Wage
AUD001109,EMP004993,REG001325,2024-01-30,pass,
AUD001110,EMP001151,REG002468,2024-09-20,fail,Violation in Minimum Wage
AUD001111,EMP000232,REG000829,2024-05-06,fail,Violation in Social Security
AUD001112,EMP002888,REG001565,2025-04-28,fail,Violation in Employee Benefits
AUD001113,EMP005055,REG000923,2024-11-10,fail,Violation in Employee Benefits
AUD001114,EMP003004,REG002906,2023-11-12,pass,
AUD001115,EMP001355,REG001154,2023-12-21,pass,
AUD001116,EMP000988,REG000135,2024-02-05,pass,
AUD001117,EMP004131,REG001798,2023-09-15,fail,Violation in Payroll Reporting
AUD001118,EMP005904,REG002583,2024-06-29,pass,
AUD001119,EMP006699,REG001591,2024-09-13,pass,
AUD001120,EMP002073,REG001158,2024-04-22,pass,
AUD001121,EMP003880,REG001049,2025-04-10,fail,Violation in Employee Benefits
AUD001122,EMP005208,REG001311,2025-04-03,pass,
AUD001123,EMP004802,REG001307,2024-04-14,fail,Violation in Income Tax
AUD001124,EMP004074,REG000415,2025-05-23,pass,
AUD001125,EMP005914,REG001024,2024-01-30,pass,
AUD001126,EMP002426,REG000234,2023-08-22,fail,Violation in Employee Benefits
AUD001127,EMP001227,REG000368,2024-05-10,fail,Violation in Social Security
AUD001128,EMP003351,REG000510,2024-07-04,pass,
AUD001129,EMP001774,REG001941,2024-12-08,fail,Violation in Social Security
AUD001130,EMP003586,REG000946,2025-03-07,pass,
AUD001131,EMP003867,REG000279,2025-04-17,pass,
AUD001132,EMP006288,REG001880,2025-01-28,fail,Violation in Employee Benefits
AUD001133,EMP002843,REG001970,2024-12-21,pass,
AUD001134,EMP002382,REG002675,2025-05-06,pass,
AUD001135,EMP002172,REG000607,2023-07-26,fail,Violation in Income Tax
AUD001136,EMP003795,REG002299,2024-08-04,pass,
AUD001137,EMP004573,REG000269,2025-01-12,fail,Violation in Minimum Wage
AUD001138,EMP002062,REG002689,2025-01-30,pass,
AUD001139,EMP001179,REG000942,2024-10-27,fail,Violation in Employee Benefits
AUD001140,EMP003392,REG001774,2024-06-09,pass,
AUD001141,EMP004361,REG002007,2023-11-30,pass,
AUD001142,EMP005233,REG001262,2024-02-28,pass,
AUD001143,EMP004861,REG000004,2024-10-29,pass,
AUD001144,EMP006287,REG002368,2024-02-22,fail,Violation in Social Security
AUD001145,EMP002597,REG002400,2024-12-20,fail,Violation in Payroll Reporting
AUD001146,EMP003056,REG001938,2023-06-29,fail,Violation in Overtime Pay
AUD001147,EMP004763,REG000912,2023-06-05,fail,Violation in Minimum Wage
AUD001148,EMP000145,REG002500,2023-07-28,fail,Violation in Employee Benefits
AUD001149,EMP001559,REG001143,2024-09-09,fail,Violation in Payroll Reporting
AUD001150,EMP006813,REG001120,2024-09-02,fail,Violation in Payroll Reporting
AUD001151,EMP002363,REG001006,2024-08-29,fail,Violation in Minimum Wage
AUD001152,EMP006190,REG001105,2024-01-12,fail,Violation in Minimum Wage
AUD001153,EMP000919,REG000863,2024-05-09,pass,
AUD001154,EMP002392,REG001915,2023-08-04,pass,
AUD001155,EMP000434,REG002670,2024-12-14,pass,
AUD001156,EMP005315,REG000330,2025-04-22,fail,Violation in Income Tax
AUD001157,EMP004345,REG001011,2025-03-20,pass,
AUD001158,EMP002107,REG000843,2024-03-10,fail,Violation in Overtime Pay
AUD001159,EMP001777,REG000756,2023-10-12,pass,
AUD001160,EMP000542,REG000256,2023-06-18,pass,
AUD001161,EMP003306,REG001952,2023-07-01,fail,Violation in Overtime Pay
AUD001162,EMP004072,REG001678,2024-02-04,fail,Violation in Payroll Reporting
AUD001163,EMP002164,REG001388,2023-05-30,pass,
AUD001164,EMP003242,REG002158,2025-04-18,fail,Violation in Payroll Reporting
AUD001165,EMP001866,REG001679,2024-04-25,pass,
AUD001166,EMP000814,REG001945,2025-01-26,pass,
AUD001167,EMP004262,REG001445,2024-09-23,fail,Violation in Payroll Reporting
AUD001168,EMP000378,REG000771,2023-06-05,fail,Violation in Payroll Reporting
AUD001169,EMP006592,REG001666,2024-06-29,pass,
AUD001170,EMP005059,REG001191,2023-11-06,pass,
AUD001171,EMP002183,REG002043,2025-01-13,fail,Violation in Income Tax
AUD001172,EMP003894,REG001065,2024-09-03,fail,Violation in Overtime Pay
AUD001173,EMP001793,REG001963,2025-04-08,fail,Violation in Payroll Reporting
AUD001174,EMP001342,REG000509,2024-04-26,fail,Violation in Social Security
AUD001175,EMP002384,REG000912,2023-12-06,fail,Violation in Minimum Wage
AUD001176,EMP001093,REG002235,2025-01-11,fail,Violation in Payroll Reporting
AUD001177,EMP006924,REG000374,2024-07-01,pass,
AUD001178,EMP003354,REG002396,2024-04-06,pass,
AUD001179,EMP000735,REG001034,2024-08-07,fail,Violation in Income Tax
AUD001180,EMP000535,REG002820,2023-12-04,pass,
AUD001181,EMP003378,REG002239,2023-08-22,fail,Violation in Social Security
AUD001182,EMP001792,REG000940,2024-12-09,pass,
AUD001183,EMP000985,REG002206,2024-09-11,fail,Violation in Overtime Pay
AUD001184,EMP002856,REG001293,2025-03-23,pass,
AUD001185,EMP002445,REG001289,2023-06-09,fail,Violation in Income Tax
AUD001186,EMP003925,REG000901,2025-04-12,pass,
AUD001187,EMP006291,REG001337,2024-12-05,fail,Violation in Employee Benefits
AUD001188,EMP001847,REG001025,2023-06-28,fail,Violation in Overtime Pay
AUD001189,EMP005991,REG001950,2023-08-16,fail,Violation in Payroll Reporting
AUD001190,EMP004900,REG000521,2024-11-04,fail,Violation in Payroll Reporting
AUD001191,EMP001127,REG002422,2023-07-13,fail,Violation in Social Security
AUD001192,EMP001231,REG001309,2024-07-13,pass,
AUD001193,EMP004715,REG002220,2025-01-20,pass,
AUD001194,EMP006170,REG002087,2024-01-01,pass,
AUD001195,EMP000316,REG000180,2024-05-30,fail,Violation in Employee Benefits
AUD001196,EMP004829,REG002609,2024-12-31,pass,
AUD001197,EMP001702,REG001294,2024-07-24,pass,
AUD001198,EMP003882,REG002528,2023-11-09,fail,Violation in Income Tax
AUD001199,EMP006183,REG000925,2023-06-05,fail,Violation in Overtime Pay
AUD001200,EMP003430,REG001127,2024-05-01,pass,
AUD001201,EMP000608,REG000619,2024-09-14,fail,Violation in Minimum Wage
AUD001202,EMP004539,REG000546,2023-08-31,fail,Violation in Income Tax
AUD001203,EMP001163,REG002093,2023-10-03,fail,Violation in Employee Benefits
AUD001204,EMP003586,REG001099,2024-03-31,fail,Violation in Social Security
AUD001205,EMP006060,REG000603,2025-02-17,pass,
AUD001206,EMP002893,REG002441,2023-06-22,pass,
AUD001207,EMP002448,REG001428,2023-10-16,fail,Violation in Employee Benefits
AUD001208,EMP004287,REG001807,2024-09-24,pass,
AUD001209,EMP000301,REG001537,2023-07-28,fail,Violation in Minimum Wage
AUD001210,EMP005051,REG001508,2024-01-20,fail,Violation in Social Security
AUD001211,EMP006206,REG000803,2024-01-12,pass,
AUD001212,EMP006987,REG002145,2024-11-28,pass,
AUD001213,EMP003178,REG002131,2024-01-20,pass,
AUD001214,EMP005988,REG000212,2024-02-02,fail,Violation in Payroll Reporting
AUD001215,EMP004697,REG000697,2024-07-26,fail,Violation in Social Security
AUD001216,EMP004421,REG002005,2023-10-01,pass,
AUD001217,EMP005303,REG002423,2023-08-03,fail,Violation in Employee Benefits
AUD001218,EMP003710,REG002423,2024-09-22,pass,
AUD001219,EMP005107,REG001839,2023-10-10,fail,Violation in Overtime Pay
AUD001220,EMP001886,REG002120,2023-11-16,pass,
AUD001221,EMP003892,REG001148,2023-11-06,fail,Violation in Employee Benefits
AUD001222,EMP000093,REG000098,2023-09-04,fail,Violation in Payroll Reporting
AUD001223,EMP002959,REG002024,2023-11-09,pass,
AUD001224,EMP002103,REG000040,2024-07-26,fail,Violation in Minimum Wage
AUD001225,EMP000935,REG000995,2023-06-15,pass,
AUD001226,EMP006396,REG002811,2024-11-15,pass,
AUD001227,EMP000800,REG000312,2024-12-31,fail,Violation in Overtime Pay
AUD001228,EMP002599,REG000824,2024-03-05,pass,
AUD001229,EMP000036,REG002447,2023-09-22,pass,
AUD001230,EMP004073,REG002248,2024-07-17,fail,Violation in Minimum Wage
AUD001231,EMP001012,REG002497,2024-05-02,pass,
AUD001232,EMP003061,REG002104,2023-08-30,pass,
AUD001233,EMP003393,REG002186,2025-05-05,fail,Violation in Overtime Pay
AUD001234,EMP000328,REG000873,2024-08-03,pass,
AUD001235,EMP001074,REG002992,2023-07-15,pass,
AUD001236,EMP001185,REG000843,2023-12-14,pass,
AUD001237,EMP005565,REG001768,2024-05-27,fail,Violation in Income Tax
AUD001238,EMP006889,REG002022,2025-05-01,fail,Violation in Minimum Wage
AUD001239,EMP000683,REG002235,2023-10-30,fail,Violation in Payroll Reporting
AUD001240,EMP000757,REG002683,2023-06-08,fail,Violation in Minimum Wage
AUD001241,EMP004600,REG002026,2024-11-07,fail,Violation in Payroll Reporting
AUD001242,EMP003352,REG000822,2025-02-25,fail,Violation in Employee Benefits
AUD001243,EMP002907,REG002357,2024-07-06,pass,
AUD001244,EMP002447,REG001300,2024-04-09,pass,
AUD001245,EMP001614,REG000859,2024-06-30,pass,
AUD001246,EMP005517,REG002763,2024-10-05,fail,Violation in Social Security
AUD001247,EMP000207,REG000594,2023-06-18,pass,
AUD001248,EMP006343,REG001990,2024-04-12,pass,
AUD001249,EMP003728,REG002127,2024-06-07,fail,Violation in Income Tax
AUD001250,EMP004718,REG002985,2024-11-23,fail,Violation in Social Security
AUD001251,EMP003668,REG002234,2024-10-18,fail,Violation in Employee Benefits
AUD001252,EMP001372,REG002124,2025-05-15,pass,
AUD001253,EMP006866,REG001557,2024-08-09,fail,Violation in Social Security
AUD001254,EMP000452,REG002184,2025-05-18,pass,
AUD001255,EMP005919,REG001632,2023-08-05,fail,Violation in Income Tax
AUD001256,EMP003837,REG000958,2023-09-01,pass,
AUD001257,EMP006166,REG002963,2023-05-29,pass,
AUD001258,EMP003549,REG001281,2024-07-05,fail,Violation in Minimum Wage
AUD001259,EMP005634,REG001883,2023-05-29,pass,
